l4_id,global_source_id,input_text_hash,top1_l3_id,top1_semantic_score,top1_composite_score,semantic_margin,composite_margin,anchor_top1_votes,eligible_l3_ids,gap_sentinels,decision,abstention_reason
RAI4-0899,RISK-REF-0480,170df47156303af03b86b79a24ec300600ac4ba50a67de8b5504c2be43d6ca25,RAI3-G-INT-10,0.617044,0.462783,0.041074,0.030805,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0900,RISK-REF-0481,c75a0d972abd15ca0cb7b9be38cccf96ea22ebb22b9132c22231c5736992ce33,RAI3-A-SYS-01,0.631032,0.473274,0.024119,0.018089,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0901,RISK-REF-0482,953f9970168d103c1d4fabb04cda728b022d22eda113a66dfa600ebc1e31e55c,RAI3-G-SYS-09,0.588919,0.441689,0.012673,0.009505,2,[],"[""DEPENDENCY_MANIPULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0902,RISK-REF-0483,78b6cb51e830f718f8290ce8a0756d23450e0c92335b5cbb1e2b5ba8a136ad2d,RAI3-G-INT-10,0.614495,0.460872,0.035278,0.026459,1,[],"[""DEPENDENCY_MANIPULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0903,RISK-REF-0484,88566196c7e367488eca9cf3fc5f121cd2835699d992ea1418bdeab2ba384930,RAI3-G-INT-10,0.621819,0.466364,0.038869,0.029152,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0904,RISK-REF-0485,b7401b8aca586efd9dda20f75f9e9aacf061dfd0e24568cb71b37702ac1f2709,RAI3-G-INT-10,0.617167,0.462875,0.075482,0.056612,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0905,RISK-REF-0486,37e5824962c26fd714526c2dad83a0cdd77d0eebe7db83b2e981aa24faa4edb4,RAI3-A-SYS-04,0.601401,0.451051,0.010126,0.007595,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0906,RISK-REF-0487,444b941c281603872e981b033edc73987ca4b21fe21dc3967c1453bae1c5d2c3,RAI3-G-INT-10,0.546036,0.409527,0.003879,0.002909,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0907,RISK-REF-0488,e0d657d7c2cf4ecd2bd70021babf946d967b8e7ba8928d82ed51b1f2d7bddd68,RAI3-G-INT-10,0.585812,0.599359,0.003452,0.009908,1,[],"[""DEPENDENCY_MANIPULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0908,RISK-REF-0489,e21af74646fe49ed515cbd7def599342062e50fbddfc0d062cc708248a216565,RAI3-A-SYS-03,0.571936,0.428952,0.003112,0.002334,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0909,RISK-REF-0490,ecd797c740bd4ef912275b58e6859d3af48cd5d39c2280ccc28498f11bcea4b5,RAI3-G-INT-08,0.571715,0.428787,0.016479,0.012359,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0910,RISK-REF-0491,1b01131ef8f9d07ce2656083da4f8383dd26d1b185ec76061c160a7eed9aba9d,RAI3-G-SYS-08,0.601272,0.450954,0.046428,0.034821,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0911,RISK-REF-0492,2aef25d448c3d4e8cdb62da0406fa66206a3b2733dcaf3297d08a38999150c29,RAI3-G-SYS-08,0.597402,0.448051,0.015966,0.011974,0,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0912,RISK-REF-0493,cb55fb077d6a5f82c5738051d88081791b57c37d57dd795b616983cd2796a94c,RAI3-G-INT-09,0.61006,0.667545,0.007266,0.21545,2,"[""RAI3-G-INT-09""]",[],needs_taxonomy_decision,LOW_MARGIN
RAI4-0913,RISK-REF-0494,51d3e73e8bf17e648423d1a7d22e16fd60fb0bb53237c05fb1b46421b2466daf,RAI3-G-INT-09,0.587402,0.650552,0.039141,0.239356,3,"[""RAI3-G-INT-09""]",[],algorithm_proposed,
RAI4-0914,RISK-REF-0495,847ce67df8cd91abc26696ebacfc8c91b049af212762b63f0c277b05dad0e4c3,RAI3-G-INT-06,0.599315,0.449486,0.020972,0.015729,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0915,RISK-REF-0496,cf250396d49833b7e7dfc67002e5e89be4dd29fd216d4d5148a7f2dddd83f553,RAI3-G-INT-08,0.642032,0.691524,0.120318,0.300238,3,"[""RAI3-G-INT-08""]",[],algorithm_proposed,
RAI4-0916,RISK-REF-0497,4db573d0b18df4f7e672e38872d56709a199b77989f571e2468e372c846d9b21,RAI3-G-INT-08,0.504607,0.378455,0.011439,0.00858,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0917,RISK-REF-0498,07f1a467a4678d8db14408a0fc15ed347b9834f4c5e6714d70d5604674735bdf,RAI3-G-INT-11,0.514955,0.386216,0.013028,0.009771,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0918,RISK-REF-0499,4034a1598cf288bdd73dd33eec668420274ee30fd7f03df26f3b85134b5c9ea2,RAI3-G-INT-08,0.532579,0.399434,0.034303,0.025728,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0919,RISK-REF-0500,3d0888e1a1ef58ef156177846454e6f6993a7fe48f1f46307c618b6835e5ab62,RAI3-G-INT-08,0.534646,0.400984,0.019575,0.014681,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0920,RISK-REF-0501,fa5992494a5f932e1c76dc38f15eb720660487c7a7377f2fa91df02aadf58eef,RAI3-A-SYS-03,0.53961,0.404708,0.009499,0.007124,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0921,RISK-REF-0502,033988ed5fdf3dd4e4049d286f8e31cc0dc5d63dd64d8bfc8c8860abc9b67e3b,RAI3-G-INT-08,0.553988,0.415491,0.017169,0.012877,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0922,RISK-REF-0503,919d4de241049b54f49d0b7038108b0bf61b5fd3eed522929c0d8cfa601350a1,RAI3-G-INT-06,0.602056,0.661542,0.061799,0.256349,3,"[""RAI3-G-INT-06""]",[],algorithm_proposed,
RAI4-0923,RISK-REF-0504,608553914edac44a25f658555fec3748597dec4f380742459c33112246d0d2f8,RAI3-G-INT-06,0.468551,0.561413,0.017748,0.158025,0,"[""RAI3-G-INT-06""]",[],needs_taxonomy_decision,RULE_SEMANTIC_DISAGREEMENT
RAI4-0924,RISK-REF-0505,46b06c45ada68a1c04b9794339b679d868785bad7968d6a02b8e874f0f594c1b,RAI3-G-INT-11,0.602516,0.451887,0.019714,0.014786,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0925,RISK-REF-0506,15f4f46600b7757e8e806ef512291ff1fea245248b8cb6b38854cc336bb9557f,RAI3-G-INT-11,0.587851,0.440888,0.035627,0.026721,2,[],"[""GENERAL_AI_SECURITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0926,RISK-REF-0507,347983565e6cdc4b9f21bc67ecd51fd645892a052d41598d0b564cd0ca59b564,RAI3-A-SYS-03,0.557422,0.418067,0.001733,0.0013,0,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0927,RISK-REF-0508,5b1798a47577bb629f6f48b37206244d5e0fb963b2108c74fdeb8b4cf0417f8c,RAI3-G-INT-11,0.536391,0.402294,0.002868,0.002151,2,[],"[""GENERAL_AI_SECURITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0928,RISK-REF-0509,67eb42380d983303777f65a9aab46585b5b3e0a166ed9f51c59592291833fe85,RAI3-G-INT-11,0.61075,0.458063,0.003298,0.002474,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0929,RISK-REF-0510,380a1e03592ec7c46e274f98d4857914ce200496a1650786e709d08ef67aa57c,RAI3-G-INT-11,0.58133,0.435998,0.040777,0.030583,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0930,RISK-REF-0511,c406ccd4ca15f86ff308be9239f3e39f0d98eff67872d653755d7f3a84a12edf,RAI3-G-INT-11,0.54496,0.40872,0.017745,0.013309,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0931,RISK-REF-0512,68aeafe9a0af4814f06e1ae1524938dfcedeb8df854a8f9c1bce0ba06e1fc997,RAI3-G-SYS-07,0.641835,0.481376,0.020124,0.015093,1,[],"[""TRANSPARENCY_EXPLAINABILITY"", ""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0932,RISK-REF-0513,ceafa35d63387f963f1625fb1d5a543e4b6157a23f1f1d900e77a508b13c88ae,RAI3-G-INT-08,0.606294,0.454721,0.070594,0.052946,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0933,RISK-REF-0514,485715cd20cee48fa9291a62eebe0fbd1fd90b7b77d4b9f2e31e0bcf1d52c492,RAI3-G-INT-06,0.548837,0.591628,0.050225,0.217669,3,"[""RAI3-G-INT-06""]",[],needs_taxonomy_decision,LOW_ABSOLUTE_FIT
RAI4-0934,RISK-REF-0515,fd809f3b5ead407543c408583b2c24084000e28fd14bd883f3825fa60f47002f,RAI3-G-INT-09,0.494368,0.580776,0.019672,0.171511,0,"[""RAI3-G-INT-09""]",[],needs_taxonomy_decision,RULE_SEMANTIC_DISAGREEMENT
RAI4-0935,RISK-REF-0516,c4d0fa4ea69a51362eee06c4a5279b4d18b7a8d055267d4f7a64b8f11e752c82,RAI3-G-INT-07,0.53257,0.399427,0.029871,0.022403,1,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0936,RISK-REF-0517,2344d768e221f5da89a9c1172ff89c2b6538723f1e55d690b2df665d3bf757e2,RAI3-G-INT-04,0.656904,0.492678,0.003498,0.002623,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0937,RISK-REF-0518,7390270411ba9e5459aa9d8dd804170647c964c2b1586b30e1f99ef92f64632c,RAI3-G-SYS-03,0.627859,0.470895,0.02504,0.01878,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0938,RISK-REF-0519,977f1390c8dbf67a6827d9247b1739e4f8d446dd0b9c47cca05e26f2d4905cc4,RAI3-G-INT-11,0.47079,0.353093,0.001777,0.001332,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0939,RISK-REF-0520,59a3b2f96e3a587cd5933df888b222fd5bfe98fc0970b85b0be3a058be847e7f,RAI3-G-INT-05,0.568864,0.426648,0.0286,0.02145,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0940,RISK-REF-0521,403a2995a88684141fe3a0d6c409b4beb4a80edc02abaf5b55e8409aa2b5877a,RAI3-G-INT-06,0.591586,0.44369,0.022757,0.017068,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0941,RISK-REF-0522,319a9d467c58a45b3fdcd8dc426db052cfbb9a8c22bb70de2e2ad2b1dead4612,RAI3-A-SYS-01,0.610383,0.457787,0.002181,0.001636,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0942,RISK-REF-0523,d63de0d5d4cf1258d917000f390c8567dcadd647b8ac24bfb8d32c4615fa3a0e,RAI3-G-INT-09,0.508836,0.591627,0.012602,0.159766,0,"[""RAI3-G-INT-09""]","[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0943,RISK-REF-0524,09d633934e576b226846862255a9dd46eda76075754c1a9239168962a8710c0a,RAI3-G-INT-11,0.571476,0.428607,0.03685,0.027637,2,[],"[""GENERAL_AI_SECURITY"", ""ROBUSTNESS_ALIGNMENT_CONTROL""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0944,RISK-REF-0525,44c5b739c9e5796e7716469494a562c83843b92e8c5eac12366ad0e928aa1380,RAI3-G-INT-10,0.533613,0.40021,0.049551,0.037163,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0945,RISK-REF-0526,e4f464be9a8c4d39051b1cad25738837932e806f7d3c934a4b6af69d7b0de0aa,RAI3-G-SYS-08,0.585012,0.438759,0.011657,0.008743,2,[],"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0946,RISK-REF-0527,3ada3e3a27f5cdd572e8879433183419aac0835bd334212fc10946c779b27e7b,RAI3-G-INT-08,0.596683,0.447512,0.025253,0.018939,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0947,RISK-REF-0528,f3210fedcc5d56c033c92847c6b195e8211b6136605c10ed3468966f77508c62,RAI3-A-SYS-04,0.542629,0.406972,0.017828,0.013371,2,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0948,RISK-REF-0529,3784b109d56ee700c18f773ea429cf6bf63c26089f57a0913eaaabe88731104e,RAI3-A-SYS-04,0.534935,0.401201,0.015102,0.011326,2,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0949,RISK-REF-0530,4d79d50fba0a87f72d7a99cc4d828d5720b2cff6723536cd495c981ad6c07132,RAI3-G-INT-11,0.59339,0.445042,0.037316,0.027987,2,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0950,RISK-REF-0532,81b2d91561bacf4d185decbeb7f2def15963591a41f04483ad17267032db1386,RAI3-A-SYS-04,0.554702,0.416026,0.02871,0.021533,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0951,RISK-REF-0533,d6f187b80948c27db151f93830f083e0db718db5a09af3cd2e38ed75b512a168,RAI3-G-INT-08,0.641954,0.711466,0.119006,0.319254,3,"[""RAI3-G-INT-08""]",[],algorithm_proposed,
RAI4-0952,RISK-REF-0534,0f12191b5875c318c3856ff990ec075037eef9757dc36129bec02eba5f3c534e,RAI3-G-INT-08,0.526187,0.39464,0.016964,0.012723,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0953,RISK-REF-0536,3e519053ed079498b265d66f233f2cb8735d6ad1c78466666c124b88ceab15f8,RAI3-G-SYS-08,0.61289,0.459668,0.00996,0.00747,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0954,RISK-REF-0537,fe19608a903cc096139123d7027739336635c60ef117a2ec45afaea734f5b594,RAI3-G-INT-04,0.582045,0.436534,0.029906,0.022429,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0955,RISK-REF-0538,b711526bf344c6235ea6f55b1a11c955300def6423391c10bc79af1696ba2272,RAI3-G-INT-10,0.565071,0.423803,0.056897,0.042673,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0956,RISK-REF-0539,bfc359f3992affa053234cfeca5d46793e5c81cfb03c30801ff331fa09a9efe7,RAI3-G-INT-03,0.532377,0.399282,0.02604,0.01953,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0957,RISK-REF-0540,45b5ba3cc245a40cfa34f9bb44d3db7722db1727734f58f00bba9806a1b52d50,RAI3-G-SYS-09,0.576513,0.432385,0.000547,0.00041,2,[],"[""GOVERNANCE_AUDIT_REGULATION"", ""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0958,RISK-REF-0541,e7367e693cec9b066fb9b10a8abdabe2765ad6a1f5abd1241d4f376f4eb6e280,RAI3-G-SYS-03,0.613875,0.460406,0.025638,0.019228,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0959,RISK-REF-0542,d556afd9b09d7d3eab3b02ee8d1720ffad93ac121a2565fbc54fb2f8295dda05,RAI3-G-SYS-08,0.666881,0.500161,0.092082,0.069061,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0960,RISK-REF-0543,d09773acfd99a201a65418f81934ba94026e5b5b994b72d4e1b2848835f82a1c,RAI3-G-INT-10,0.54637,0.409778,0.008492,0.006369,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0961,RISK-REF-0544,8bca296a6e6797a6f593efe41ba567f197889adbcc43fbe23fc59d6772e4e77a,RAI3-G-INT-09,0.556748,0.627561,0.01409,0.199433,2,"[""RAI3-G-INT-09""]",[],needs_taxonomy_decision,RULE_SEMANTIC_DISAGREEMENT
RAI4-0962,RISK-REF-0545,1c3ad6c495297498b1a0a29e3ee8b6c98ef99522e24f11359c0a5e447b74c3d5,RAI3-G-INT-07,0.587836,0.440877,0.025314,0.018986,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0963,RISK-REF-0546,db8ed7239c4225ebdbe939822e03156134969b8053b95a4b59b74cee8a31e139,RAI3-G-INT-10,0.678578,0.508934,0.042038,0.031529,2,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0964,RISK-REF-0547,07fb8558c63d944e0211678285a6028f905371602849d185e80fd2a80712ba95,RAI3-G-INT-10,0.557093,0.41782,0.007299,0.005474,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0965,RISK-REF-0548,debea0d1ccb39ab1cf4e25b8dc99514877987056b0fd0fac237c1dbdfa42002a,RAI3-G-SYS-03,0.577984,0.433488,0.00416,0.00312,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0966,RISK-REF-0549,973df71feeb4604713b45fca21881e999fd4f5764a607b0b13f0ba579948362c,RAI3-G-SYS-08,0.577526,0.433145,0.002082,0.001562,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0967,RISK-REF-0550,6e29e83e757bdc2ad77f16667af03fde83ee041b40650682d584e395b829cf52,RAI3-A-SYS-04,0.593807,0.445355,0.003494,0.002621,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0968,RISK-REF-0551,f69e72e509bd2a824bc0a3665ded8f7e056a8b41d7f25fe4ef5f2e494bfa633e,RAI3-G-SYS-01,0.53387,0.400403,0.00511,0.003832,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0969,RISK-REF-0552,5dd4f4ae1ebecbdad7ae00b7100e46359ff7fe90841658bc576619fad1166fd8,RAI3-A-SYS-01,0.55446,0.415845,0.025638,0.019228,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0970,RISK-REF-0553,2c3c1fc0f711bbbfbc1b21e1d78fa24f77848d21e7724dedf34ea9c33eb625a1,RAI3-A-SYS-05,0.564372,0.423279,0.009792,0.007344,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0971,RISK-REF-0554,069a0164416bf81a64113990d58a095b697931244d623859c4b336557f849680,RAI3-G-SYS-07,0.54392,0.40794,0.006736,0.005052,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0972,RISK-REF-0555,b1b14a267aa86f4d50919a563abc8b0eb0fe1f28bf3a699b4806f04d86c0d968,RAI3-G-SYS-07,0.564989,0.423742,0.013509,0.010132,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0973,RISK-REF-0556,0622811a29ad7a22288559906828d26a04d38d039f80b6e027d29f9819a76ec9,RAI3-A-SYS-04,0.48899,0.366742,0.000523,0.000392,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0974,RISK-REF-0557,a37b092d06b3e7de3353d739e3a4da5b29ca986c23ca25046968fc12ca84f127,RAI3-G-SYS-01,0.546444,0.409833,0.001015,0.000762,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0975,RISK-REF-0558,3affc8786fb222603b1c82b608b372acdc436fe14eb5920e85de3863291d3634,RAI3-G-INT-07,0.580748,0.435561,0.008462,0.006346,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0976,RISK-REF-0559,eb0197468924a6bf7172d159a5a1ccf4a2e6f1af22d49b4dfc9b17904df9c935,RAI3-G-INT-06,0.661488,0.496116,0.080855,0.060641,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0977,RISK-REF-0560,72e1c52e2311170fe12739a6b90d2ae5d9a699a87cc512d754f527e66d558870,RAI3-G-INT-10,0.621792,0.466344,0.06836,0.05127,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0978,RISK-REF-0561,ecfee82b8ae643faccb81b82744c208e9559f754688829e3008fe074e5ae2356,RAI3-G-INT-10,0.570182,0.427636,0.04039,0.030293,2,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0979,RISK-REF-0562,c743b15e00f739c63683c459fa820eb17ae25ab259bb7e968058b20d3145ad35,RAI3-G-INT-10,0.598102,0.448577,0.061008,0.045756,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0980,RISK-REF-0563,5387a52168f7181102f208956ee9bff6c07b196e48f160a3a85a9d09337490e8,RAI3-A-SYS-05,0.611076,0.458307,0.022929,0.017197,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0981,RISK-REF-0564,85a666f5b287b68fc108f6b59506aa6971217ef261a453bf51a11eb2f14e7faa,RAI3-G-INT-10,0.632362,0.474271,0.106461,0.079846,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0982,RISK-REF-0565,3d090ffc6c1aa1c1a71ded7a645bb80245fcd71ce9a8e68ab81fe6ecebcdaf82,RAI3-A-SYS-05,0.647867,0.4859,0.083068,0.062301,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0983,RISK-REF-0566,79768ffb94ba49680badf423fe267e903415c381e89869343dd11e76b716f524,RAI3-G-SYS-07,0.597287,0.447965,0.001268,0.000951,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0984,RISK-REF-0567,95fbab5f82c922ceb1daaab2800292b9e111298509dde5881101886bfea15b17,RAI3-A-SYS-05,0.643286,0.482464,0.063401,0.04755,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0985,RISK-REF-0568,8a8b72b662aeb687130e62d5abe1bcdb9faf1ad26df9bf7b6235b45a54980692,RAI3-G-INT-10,0.626944,0.470208,0.02354,0.017655,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0986,RISK-REF-0569,002f9a1e09f43d445c9b075a72f6fb0822d05b52e29f028812ab34b6ebcd4cb4,RAI3-G-SYS-09,0.56884,0.42663,0.018157,0.013618,3,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0987,RISK-REF-0570,c25cc53200f5fd2138f3051bad71dd949ce8a558db0ce5aecf0e8143d5274d2a,RAI3-G-SYS-08,0.542322,0.406741,0.012597,0.009448,1,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0988,RISK-REF-0571,64735637cb7383813e67e4efc9e1a91c67ed262f374f4e5ca81ff4549c347d19,RAI3-G-INT-09,0.552364,0.624273,0.039894,0.171954,0,"[""RAI3-G-INT-09""]",[],needs_taxonomy_decision,RULE_SEMANTIC_DISAGREEMENT
RAI4-0989,RISK-REF-0572,1b4f0dfd60db7daebfba86adc03d70dbcc72e465977f8de9e52b04dd7ccd0778,RAI3-G-INT-10,0.664317,0.498238,0.114405,0.085803,3,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0990,RISK-REF-0573,2a709c2d554055fb38faa9baa59177b1abf33efb736d2a9e0a045f9223a782b3,RAI3-G-SYS-08,0.557739,0.418304,0.009272,0.006954,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0991,RISK-REF-0574,2940bd655dbba0e3eecbc65fb866b7663ac0a7ffe049b26a379b793ae6863802,RAI3-G-INT-10,0.579785,0.434838,0.005625,0.004219,0,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0992,RISK-REF-0575,af3cabf5f546dc6e09beedacedbb5221beb7ade0b2982a140ad70363e1c0418b,RAI3-G-INT-10,0.61829,0.463718,0.025235,0.018926,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0993,RISK-REF-0576,6d0f8d086112d1f3a820c568ceb61e861c71d42b4c5037186fc8d95eb260a35c,RAI3-G-SYS-07,0.586735,0.440051,0.001632,0.001224,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0994,RISK-REF-0577,199ef3781df1702ec3c9805a5cea1eec28b58a4e9b530ac6caf4e9062d7b5f81,RAI3-G-INT-06,0.603442,0.452582,0.011698,0.008774,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0995,RISK-REF-0578,463c7127529f70808edaae7f254cab63004e32fe5fccb8bcfaa276f55db7f6a8,RAI3-G-INT-08,0.458938,0.344204,0.001086,0.000815,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0996,RISK-REF-0580,b5a7aa83df7a1ef56c2b5cd37203ece8834eb3990f3b15a2894ffb948f655862,RAI3-G-INT-07,0.508855,0.381641,0.015421,0.011566,1,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0997,RISK-REF-0581,531d1218727d45ec4885a6a45088797c873d68ebf02e3cefba813a0b007e9686,RAI3-G-INT-10,0.588923,0.441692,0.026802,0.020101,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0998,RISK-REF-0582,9471a3aea433adacd66ae3ee2a36ac074ee6f63b6574c285ac4faf9be8a71db6,RAI3-G-INT-04,0.652513,0.489385,0.088596,0.066447,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0999,RISK-REF-0583,29c18239233c5877dc34d33dce6dc2f53c8d7313db9be59b89bb810cfc2686e7,RAI3-G-INT-10,0.570189,0.427642,0.02102,0.015765,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-1000,RISK-REF-0584,5f637b621246dee23a0796ea1911c2e7e55d8dfe888ffdddadd1dfcbbc6ce28e,RAI3-G-INT-04,0.554167,0.415625,0.032954,0.024715,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-1001,RISK-REF-0585,d839f79555d601f6b3a1ffe00a2fc53e00cdd1af500af50812f6bdf5b08dab32,RAI3-G-SYS-01,0.570347,0.42776,0.001646,0.001235,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-1002,RISK-REF-0586,4c1817174b574ab226123eeb34a8948ba9b370079c733042e4ae38ca0285a4f9,RAI3-G-INT-02,0.444758,0.543569,0.042637,0.11489,0,"[""RAI3-G-INT-02""]",[],needs_taxonomy_decision,RULE_SEMANTIC_DISAGREEMENT
RAI4-1003,RISK-REF-0587,77f28fb3633e3187646eff37ddb2843251b0b65fe45ea972c20caa077d35e140,RAI3-G-SYS-01,0.57697,0.432727,0.009362,0.007022,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-1004,RISK-REF-0588,27235f8468cc5d34c451246e1b4cf74ceb3f18fdd9be7c0598b26f400cac8298,RAI3-A-SYS-04,0.554771,0.576078,0.000572,0.160429,2,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-1005,RISK-REF-0589,2f565125175d878a26590b18ab802df49a4b0f9131245164f810873d6c0c6832,RAI3-G-SYS-08,0.582101,0.436576,0.014895,0.011171,1,[],[],needs_taxonomy_decision,NO_VALID_L3
