l4_id,global_source_id,input_text_hash,top1_l3_id,top1_semantic_score,top1_composite_score,semantic_margin,composite_margin,anchor_top1_votes,eligible_l3_ids,gap_sentinels,decision,abstention_reason
RAI4-0455,RISK-REF-0033,17549efc26b331e41e6909bc175854b1e9be34a3cf92ac25e70c00f8d5e07a92,RAI3-G-INT-10,0.590168,0.442626,0.006204,0.004653,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0456,RISK-REF-0034,e90676e8bcaee26d7c816f47fe4aa4067ca0cbe2af15a1a978614e0f2416b1e9,RAI3-A-SYS-01,0.654818,0.491113,0.02508,0.01881,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0457,RISK-REF-0035,12c5a975364a3ad8afcf6c34ef12408c0484e0da20e956559aaea7226710dead,RAI3-G-INT-10,0.562959,0.422219,0.008739,0.006554,2,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0458,RISK-REF-0036,7be9283777f8e7580a9308879a6e040fc82b2ec9ee5bb1468270cc8ef14e00c5,RAI3-G-INT-10,0.552408,0.414306,0.032276,0.024207,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0459,RISK-REF-0037,9c975b1fa15fdf3873401e71979ff9d4bd6f88c3cc6a9eb472a246fc1f00bfd1,RAI3-G-INT-10,0.567717,0.425788,0.019898,0.014923,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0460,RISK-REF-0038,7f4d17d91fd3041dbed16c39d817f2c3c03bc654c55cc756effd100faea7e925,RAI3-G-INT-10,0.585182,0.438886,0.035146,0.026359,1,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0461,RISK-REF-0039,6072f20d4d1b1307e326821c99d30a1c34d2e7ea33edde2983346890b4a92503,RAI3-A-SYS-06,0.550716,0.413037,0.011394,0.008546,1,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0462,RISK-REF-0040,c14a70ecd326baf97dcb56ce2a4753815bc83a66f46e1a51bc57429672bc0402,RAI3-G-INT-10,0.538233,0.403675,0.016556,0.012417,1,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0463,RISK-REF-0041,a687fd3632091d8c2480317088639a4a638adc3529ba4d0799852a5916795eca,RAI3-A-SYS-04,0.546533,0.409899,0.012083,0.009062,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0464,RISK-REF-0042,cb32aef1c5d86a82d093e1490c7107fb9f9a67436a68a0c3f44a9c3b250d4220,RAI3-G-INT-10,0.543222,0.407416,0.029591,0.022193,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0465,RISK-REF-0043,81632d2783e2ed747827db6f6a47ece15f6bced4997c111b8ff3155d91e1c7cd,RAI3-G-SYS-03,0.577696,0.433272,0.018674,0.014006,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0466,RISK-REF-0044,de76fb40a6bae5a22a2b0ed065519fcd87a90815afb1d4801b32fed5659fd0ed,RAI3-A-SYS-05,0.593816,0.445362,0.015962,0.011972,1,[],"[""GENERAL_AI_SECURITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0467,RISK-REF-0045,a7cb8512a5f18319172b8518a083ae06b32b00e20bc5ec9e4c0fc66536b4792c,RAI3-G-INT-08,0.576745,0.432559,0.020082,0.015062,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0468,RISK-REF-0046,11e269c21ee8ee01e20db5e4b6ac780cee4ca966c4936d405d426837077d9c42,RAI3-G-INT-08,0.620685,0.465513,0.000679,0.000509,1,[],"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0469,RISK-REF-0047,40762f4ed048de5007104d15733358ad8661feb45b3b1c396336e72569682af7,RAI3-G-SYS-08,0.599483,0.449613,0.069869,0.052402,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0470,RISK-REF-0048,8781effc6c6ea774ca24edf635db0be21928739c9d5f8f04241b2a5ccb057cbe,RAI3-G-SYS-02,0.65204,0.48903,0.000242,0.000181,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0471,RISK-REF-0049,0dfaef646d8e92d2497b2d0ebb2ce02b2d1c1af2d7e95037369ca95d8244248f,RAI3-G-SYS-02,0.633057,0.474793,0.014966,0.011225,3,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0472,RISK-REF-0050,dfb12d2dfb7cba7ba9eba16eaebc69f3a8b8788693e81379b48710bc9bb0ad24,RAI3-G-INT-08,0.543388,0.407541,0.001213,0.000909,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0473,RISK-REF-0051,e2a24f835349003debb8885cc4e3b8533f9aa537b63c27ed99462e15ed22b0f0,RAI3-G-INT-10,0.617324,0.462993,0.055899,0.041924,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0474,RISK-REF-0052,8ddddd8b45d1822f0e7ab1391396556481fea32eac4ac24ca8bcea9aff82b652,RAI3-G-INT-11,0.512768,0.384576,0.015406,0.011555,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0475,RISK-REF-0053,0fc7b60402f31a9a0b16b2ea4c583cb2d012364c7b88630d45c4bafff19f2bbe,RAI3-G-SYS-08,0.608071,0.456053,0.0315,0.023625,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0476,RISK-REF-0054,3cd3bfdc92bb1a64d00a6f65b0cc923f2d6dd61c98534cd9c5a738be7efcdfbe,RAI3-G-SYS-05,0.586068,0.439551,0.015233,0.011425,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0477,RISK-REF-0055,f96ff80a4bc13941b301ed7371eaba0547a416db4a17ecf98d9464fa606f56c4,RAI3-G-SYS-08,0.612875,0.459656,0.045318,0.033989,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0478,RISK-REF-0056,dbb277051caf14bb54fa157c392cdd9fd3ed0fa5e0dbe36d9a9d31048109aaee,RAI3-G-INT-10,0.598514,0.448886,0.014683,0.011012,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0479,RISK-REF-0057,552aa3d79b6759483308833770c2547ae0b4d1761a857661c30b868d78a0743d,RAI3-A-SYS-01,0.689233,0.516925,0.031448,0.023586,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0480,RISK-REF-0058,85d7444615304156af253f5fa5266a3899274814d3d3b5d9f82b5b20dab01683,RAI3-G-SYS-08,0.658748,0.494061,0.059625,0.044719,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0481,RISK-REF-0059,51988cdef7c8e8b52fa415424b4ebd4af8460247fd5e0d9515086c550b3efd8d,RAI3-A-SYS-01,0.639515,0.479636,0.0393,0.029475,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0482,RISK-REF-0060,169f8929cf039396893f5b3da3612ce6c04db999b29bddf73dfbac85d711221b,RAI3-A-SYS-04,0.643486,0.482614,0.01417,0.010627,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0483,RISK-REF-0061,b26f6dda2e193a004dbcd01a0a8c400b305fa21ecf9be6ffb608a747b87e402b,RAI3-A-SYS-06,0.637266,0.63795,0.031103,0.183327,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0484,RISK-REF-0062,814a6032fee45a849d108c033209ac7ed38492f914e25e1154db692c0fb753f3,RAI3-A-SYS-04,0.623171,0.467378,0.016717,0.012538,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0485,RISK-REF-0063,7ae6f47925cfbbb30e10a30dfa376b803f24d5162ca8c93aa07138a8b0e8bfd7,RAI3-G-SYS-09,0.596368,0.447276,0.033971,0.025478,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0486,RISK-REF-0064,f49cb61e5401f2f4f76d7e7c66f7f69e3699bb56af1d276b7e8797ec539962ab,RAI3-G-SYS-09,0.55292,0.41469,0.04952,0.03714,2,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0487,RISK-REF-0065,b82148adadf193548e816f80cfe3feaa2324100cb65ac0465e35568a398a34f0,RAI3-G-SYS-03,0.589298,0.441974,0.03846,0.028845,2,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0488,RISK-REF-0066,aa506740302fecc573480a22c6b990cfdbd51e65d72d525fb11704c3a6dddd79,RAI3-A-SYS-04,0.573096,0.429822,0.042759,0.032069,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0489,RISK-REF-0067,56fe623bdb26a42738265fc3a53ed4847e866903259fefbda38441ce7f1b38f5,RAI3-G-SYS-07,0.58814,0.441105,0.02015,0.015113,1,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0490,RISK-REF-0068,52debc0b2c80a84acb7a15dbdac6b1d7d3852ce4092a385141ae77b827641da1,RAI3-G-SYS-08,0.561468,0.421101,0.013241,0.009931,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0491,RISK-REF-0069,6f9321bf918019f1b35d4d88c14f66037d6681ed363d2239c51aea006dfb98d2,RAI3-A-SYS-03,0.497011,0.532758,0.012773,0.125716,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0492,RISK-REF-0070,1e505aff6634b7eecd8895b86791b51574cb994b66964913021ae1a658373dce,RAI3-G-INT-10,0.60627,0.454703,0.05221,0.039157,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0493,RISK-REF-0071,861491745338c07e7cb1ee07fed94c1ae57f2c09ad07f57e0eda07c37c014971,RAI3-G-INT-10,0.6077,0.455775,0.059917,0.044938,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0494,RISK-REF-0072,7833c6c6a3ff3eeb2f50853997c8dca10c8c5179615f0e37941cf6f912481ddf,RAI3-A-SYS-04,0.586882,0.440161,0.028922,0.021692,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0495,RISK-REF-0073,12e7ec66efff3106a0e1a0acbb7b4ec83b8b099341114c994af7353704033b50,RAI3-A-SYS-02,0.621812,0.466359,0.055521,0.041641,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0496,RISK-REF-0074,771621d8b747944e11117ea1fdf37db4c093c28207052c64c1899dc47d7a8819,RAI3-G-INT-08,0.677215,0.717911,0.095504,0.281628,3,"[""RAI3-G-INT-08""]",[],algorithm_proposed,
RAI4-0497,RISK-REF-0075,da75f3007eafc79f610c2fa58f2538e2135f85512f524708106778259538efac,RAI3-G-INT-08,0.540103,0.405077,0.001726,0.001295,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0498,RISK-REF-0076,7311a81853e899e866bcd8a2e1a716f0324e73126b8909644d9a52400f0a95ae,RAI3-G-INT-10,0.573856,0.430392,0.002954,0.002216,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0499,RISK-REF-0077,4005c87f440f4b157144a65e9e17164799f8f4d4839088e4a48f13cad474e92b,RAI3-A-SYS-01,0.555527,0.416645,0.001822,0.001366,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0500,RISK-REF-0078,2644f9453601b57bf919d249a76962219432fdc12b1a77af3c4172468689f645,RAI3-A-SYS-04,0.582354,0.436766,0.028656,0.021492,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0501,RISK-REF-0079,62694590284a3947b8792d02c0118e2afb99441724ca92274ee4b76418b8b40c,RAI3-G-INT-10,0.552406,0.414305,0.004648,0.003486,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0502,RISK-REF-0080,2a23dbcb6a1781749f10165dcfd85bf79d606a5005069bd6a1a82a0fca4549cc,RAI3-G-INT-10,0.54368,0.40776,0.021905,0.016429,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0503,RISK-REF-0081,94462bea90d9f8ac997462b615ba4359b7eb4efb3d6e3509a09279d2342b6c99,RAI3-G-INT-08,0.521173,0.39088,0.008412,0.006309,1,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0504,RISK-REF-0082,db0ca77ad79a5a294ea3fe1c1a41e5a108e266f0b14090e5afb3a2a73fce2358,RAI3-A-SYS-04,0.546793,0.410095,0.020969,0.015727,2,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0505,RISK-REF-0083,8829d4adf7179cfd40cdc97ace94aa366cd20d0056331e7c1a74fa1e9bffb668,RAI3-A-SYS-04,0.560105,0.420079,0.005407,0.004055,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0506,RISK-REF-0084,a0f38b6beacb4314cd5151a524c24ce191c6368444d510c319d8773e6e00997d,RAI3-G-INT-08,0.594902,0.446176,0.014005,0.010504,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0507,RISK-REF-0085,f9752a199708fd2d063b2802cabb5361e3e9b62a4e56ad153e06c41641668cb4,RAI3-A-SYS-05,0.58438,0.438285,0.029213,0.021909,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0508,RISK-REF-0086,18c6e81acf8ad463af449579e2acc87acbcae94aa78c2dcd7939cd33fa5479b8,RAI3-A-SYS-05,0.590887,0.443165,0.052909,0.039682,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0509,RISK-REF-0087,9b84ffb2582d3b99d4461cb5fa124fd8970bb254702828b25f5c02d429d60566,RAI3-G-SYS-09,0.521124,0.390843,0.036332,0.027249,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0510,RISK-REF-0088,1ee89a5e85db4a2a9b3fb2d0beccd645325084c931d82d736088d0d0fde962ca,RAI3-A-SYS-04,0.535954,0.401966,0.001003,0.000752,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0511,RISK-REF-0089,8c90689acff1c170734d61bf0b3832e785c3745dfe34ad19fa2d4baeb6bb8a88,RAI3-G-SYS-09,0.591241,0.443431,0.039222,0.029417,3,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0512,RISK-REF-0090,d6fdbfccee6e85cd05e8dc02538da368fa762053d401b23148fd3ba09528fa62,RAI3-G-SYS-07,0.544632,0.408474,0.000422,0.000317,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0513,RISK-REF-0091,cc48c71016f6a995000d7e887e26d8ce142aa00b2c8b0d5220fd4d1e9f6858b6,RAI3-G-INT-08,0.553354,0.415016,0.001792,0.001344,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0514,RISK-REF-0092,2fcc1d3c83a21ad6bfecd0600ec8dd94e4c86a1c5785f7807f6650906c0089d3,RAI3-G-SYS-08,0.542265,0.406699,0.016895,0.012671,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0515,RISK-REF-0093,5c4d6c9c86c29806a043f8bb30e5578c8319dd117e61c984ca0b987b4d02bc5a,RAI3-G-SYS-08,0.577747,0.43331,0.038524,0.028893,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0516,RISK-REF-0094,e6dc91f9c0a769cc361ec695feb3503521e86dd800fe72af8227cf8e0d40df20,RAI3-G-SYS-08,0.622626,0.466969,0.017196,0.012897,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0517,RISK-REF-0095,80710a323234e73a39b1938a5dfa24fe1facd35b4a1a315799bead3733045c5a,RAI3-G-INT-08,0.622764,0.467073,0.065258,0.048944,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0518,RISK-REF-0096,76e831f703a26d1a5fd3b5a3d1db100772dcc05f2f97dd802b4dce801c420d98,RAI3-G-SYS-03,0.583925,0.437944,0.006332,0.004749,1,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0519,RISK-REF-0097,e280b6a3efa07b0861fa5dee69fdb35a06d947097750aa2888d5ffdf713ec835,RAI3-G-INT-06,0.608616,0.456462,0.001605,0.001204,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0520,RISK-REF-0098,68937c4fe854d343370612370dd52390dc873b1af69f41de7c54675a5b936779,RAI3-G-INT-10,0.610864,0.458148,0.10446,0.078345,3,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0521,RISK-REF-0099,25ad76492f669f7dd57eb3aa09b51917a2a5b0d8908062d92c59442251af53d0,RAI3-A-SYS-03,0.50856,0.38142,0.002602,0.001952,0,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0522,RISK-REF-0100,ff9f86d56ae447d68024f193fcbe39f3e3c4dbe1955455a664ce0e396ab57dfa,RAI3-G-SYS-03,0.573194,0.429895,0.021474,0.016105,1,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0523,RISK-REF-0101,dbed5b0fabbe10fcc2a7d6d6857d2d153359f6c690bb5e06b445f9232ee6eba4,RAI3-G-SYS-08,0.618411,0.463808,0.016516,0.012387,1,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0524,RISK-REF-0102,ab504c06f191643daa0debbd1ec8997c6bcb9ffc132769f6a1679dd2f9362d94,RAI3-G-SYS-09,0.52414,0.393105,0.007408,0.005556,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0525,RISK-REF-0103,ef21bea2d1718832c6609205da9a24eaa965e638e8a8e7ea8dc50bfbfdb45c8c,RAI3-G-INT-11,0.569481,0.42711,0.019745,0.014809,1,[],"[""TRANSPARENCY_EXPLAINABILITY""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0526,RISK-REF-0104,3c418780c0499dc5ef902648978ac127e4818bb5c1f3723a07c807e826e7aa52,RAI3-A-SYS-02,0.57525,0.431437,0.007475,0.005606,3,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0527,RISK-REF-0105,64afd9d48f1b6dab4ea774c131ffc13a7c56bf90dbd154e6d25414392f0d1f77,RAI3-G-SYS-03,0.541403,0.406052,0.007702,0.005777,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0528,RISK-REF-0106,bf65850b3cb69d930bcff590e2414ab8453be34db6ad93a251ac85f5a1e665a4,RAI3-A-SYS-05,0.526336,0.394752,0.001587,0.00119,1,[],"[""GOVERNANCE_AUDIT_REGULATION"", ""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0529,RISK-REF-0107,92ca382945a52c65be639b202e85153bffe548ad5fcfe3ce00f9ba9652288dc9,RAI3-G-INT-05,0.645724,0.484293,0.036938,0.027703,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0530,RISK-REF-0108,5f40073570a029180b4a79b591b59d8d3daa17ee57c0a31a49af123acf3979d7,RAI3-G-INT-10,0.571175,0.428381,0.015732,0.011799,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0531,RISK-REF-0109,59ec5601527f697e41e532c71b28de7b590a64c253d50c3f4471a671e2779d22,RAI3-G-INT-10,0.627837,0.470877,0.002584,0.001938,2,[],"[""LABOR_INEQUALITY_POWER""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0532,RISK-REF-0110,214bfdf070a5e4bc53c37a7b511416a9165623436929778542224372c8519603,RAI3-G-INT-10,0.552148,0.414111,0.038041,0.028531,2,[],"[""LABOR_INEQUALITY_POWER"", ""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0533,RISK-REF-0111,48e65713a7b250c9a8d004f46112215d9c35986169b34a49573b67a978f00033,RAI3-G-INT-07,0.599822,0.449866,0.002763,0.002072,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0534,RISK-REF-0112,bf1a8e3d7aaaaf9ae98c1e04d6ad51b6874878c065938609a6fa916f0e75690b,RAI3-G-SYS-07,0.575223,0.431417,0.002692,0.002019,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0535,RISK-REF-0113,21949ab3fe8019bc6952c489c9451443c1496a91c124c0ea144a862a59516add,RAI3-G-SYS-08,0.567484,0.425613,0.018722,0.014042,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0536,RISK-REF-0114,bfcc6c82d5eb104e3111c30219e2899a7e271b7a26f133f796c55885cbc6f1e8,RAI3-G-INT-08,0.659416,0.724562,0.101201,0.3059,3,"[""RAI3-G-INT-08""]",[],algorithm_proposed,
RAI4-0537,RISK-REF-0115,c9b9540aeef98c37488e9c1f255e6b74d75910788e14f9b26190d137131acef7,RAI3-G-INT-10,0.517084,0.387813,0.012754,0.009566,1,[],"[""ENVIRONMENT_ENERGY_RESOURCES""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0538,RISK-REF-0116,0787fbbe484a51b2e6a3819cc1bab3f4e6409f5163abe1db0d39570c5061e851,RAI3-G-INT-10,0.554329,0.415747,0.007076,0.005307,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0539,RISK-REF-0117,78aa9399852512eed910f4a1b758eaee5b5fbef7c744ed0a80e1ad978c61a654,RAI3-G-INT-10,0.561405,0.421054,0.024801,0.018601,1,[],"[""LABOR_INEQUALITY_POWER"", ""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0540,RISK-REF-0118,c902e04b2c8dff84907dedb2f588f32f7ba381fab0a8d649121648a4dab3b714,RAI3-G-INT-01,0.534216,0.610662,0.059539,0.158444,0,"[""RAI3-G-INT-01""]","[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0541,RISK-REF-0119,ead32fbcfb3d1e7a0709cb7f8aa52b9bb4d4dac8c188f99157d39b2c621262b3,RAI3-G-SYS-03,0.613842,0.460382,0.021666,0.016249,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0542,RISK-REF-0120,0aca64aa70162c5437b12eda63ad6d6336734d2e01a2bf7c17ee1313a314a504,RAI3-G-SYS-07,0.578768,0.434076,0.032485,0.024364,1,[],"[""GOVERNANCE_AUDIT_REGULATION""]",needs_taxonomy_decision,GAP_SENTINEL
RAI4-0543,RISK-REF-0121,c58ca3c46589ebaaedffbf1445e170a621a942778ee2ca71c4d07f000581eb89,RAI3-G-SYS-05,0.57511,0.431332,0.009502,0.007127,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0544,RISK-REF-0122,9282ba2faaf98570cc282d52e3469343f1f6deb82e2d22f951cb8e66b1476314,RAI3-G-INT-10,0.556185,0.417139,0.003253,0.002439,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0545,RISK-REF-0123,bf3df6633901d29c799bc2f455ae20c9d39818ebc5cacf073d26bbbf59bdd13f,RAI3-G-INT-10,0.531458,0.398593,0.012392,0.009294,0,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0546,RISK-REF-0124,a0f74627f5a6e9fce8bb9cce455b4d07bcc902e9d0fbc8a9d1fc69f8d80de491,RAI3-G-SYS-05,0.556603,0.417452,0.010072,0.007554,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0547,RISK-REF-0125,2ae269d952e2c9026d2de6ca1f464f9d6dde353a0c061a74f1d0971074d31da0,RAI3-A-SYS-06,0.576514,0.432385,0.028126,0.021094,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0548,RISK-REF-0126,3ece324730f196897de13e6d4423779cea9fe58d23310f86b2014a23d15e5055,RAI3-G-SYS-07,0.588418,0.441313,0.043114,0.032336,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0549,RISK-REF-0127,51e1e0a56094e7e4e5b85d96e0360896c86f3f6ebb6c4c8f8876da548c9234d5,RAI3-G-SYS-07,0.560191,0.420143,0.006674,0.005005,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0550,RISK-REF-0128,bc77f1f222dcc81f1bafdb0a5b066fd8dd9eccbeabdfa8f57c221f80759c26e9,RAI3-G-INT-11,0.548216,0.411162,0.002874,0.002156,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0551,RISK-REF-0129,e6c299626f40e61d40b8ec39bed2c8479eaa78e47f5256daa3c993f5925d709d,RAI3-G-SYS-08,0.640299,0.480225,0.079115,0.059336,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0552,RISK-REF-0130,1a1a60c149866a338134596e4efb62888c79e6335922ff6f6fbfef4742c629f9,RAI3-A-SYS-04,0.558408,0.418806,0.000488,0.000366,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0553,RISK-REF-0131,a3972c013783ebc337420f9786ddad203dda36fae80473ab53ea3331aaeae401,RAI3-A-SYS-04,0.543478,0.407609,0.009255,0.006941,2,[],"[""PHYSICAL_OUTSIDE_LOCK""]",needs_taxonomy_decision,PHYSICAL_OUTSIDE_LOCK
RAI4-0554,RISK-REF-0132,d472c2ad8ea71bec38d8ed28fde38b66d4140b8594179717cd2bbc468d40d96a,RAI3-G-SYS-02,0.607573,0.45568,0.004574,0.00343,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0555,RISK-REF-0133,7dc348af04cf2adad4dbc05811e5d9bd833fe6293a1fc9a46efc210a5f89f132,RAI3-G-SYS-09,0.571039,0.42828,0.001883,0.001412,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0556,RISK-REF-0134,5ca52856425b05fd8f6558f2d4b6b29af62786fd8510cdbc40634d27c5e9b439,RAI3-A-SYS-01,0.570264,0.427698,0.014318,0.010738,2,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0557,RISK-REF-0135,7e053848ed96dcec63893da5928a9412942d214c288e6afa39a78f1d7f65cf83,RAI3-G-SYS-08,0.604068,0.453051,0.01983,0.014873,3,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0558,RISK-REF-0136,fc2d495a629415e68217847a01b27985f1bbb2abbc17e245b04f3bef615c29f5,RAI3-A-SYS-05,0.658396,0.493797,0.041245,0.030934,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0559,RISK-REF-0137,0dc748f23f0e6fe1ba59c92ea8fc2337e90b8cfd541958d3211563662f672840,RAI3-G-INT-09,0.667452,0.730589,0.107835,0.310876,3,"[""RAI3-G-INT-09""]",[],algorithm_proposed,
RAI4-0560,RISK-REF-0138,555cdb7eea6d7632c5d578bec531ffe29310b20a03a4e7335f87b78e5d40b240,RAI3-A-SYS-03,0.555195,0.576397,0.002322,0.161742,1,[],[],needs_taxonomy_decision,NO_VALID_L3
RAI4-0561,RISK-REF-0139,d2e8a4dc619cbb9973efdf180a0fd25c7b693c0667a2ee2644b4e528053f99c2,RAI3-A-SYS-04,0.635102,0.476327,0.030948,0.023211,2,[],[],needs_taxonomy_decision,NO_VALID_L3
