l4_id,source_system,source_snapshot_id,source_id,relationship,canonical_source_id,match_basis,approved,approved_by,approved_at
RAI4-0391,global_1726,global-20260721,PVMRISK-REF-0030,canonical_source,PVMRISK-REF-0030,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0392,global_1726,global-20260721,PVMRISK-REF-0031,canonical_source,PVMRISK-REF-0031,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0393,global_1726,global-20260721,PVMRISK-REF-0032,canonical_source,PVMRISK-REF-0032,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0394,global_1726,global-20260721,PVMRISK-REF-0033,canonical_source,PVMRISK-REF-0033,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0395,global_1726,global-20260721,PVMRISK-REF-0034,canonical_source,PVMRISK-REF-0034,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0396,global_1726,global-20260721,PVMRISK-REF-0035,canonical_source,PVMRISK-REF-0035,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0397,global_1726,global-20260721,PVMRISK-REF-0036,canonical_source,PVMRISK-REF-0036,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0398,global_1726,global-20260721,PVMRISK-REF-0037,canonical_source,PVMRISK-REF-0037,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0399,global_1726,global-20260721,PVMRISK-REF-0038,canonical_source,PVMRISK-REF-0038,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0400,global_1726,global-20260721,PVMRISK-REF-0039,canonical_source,PVMRISK-REF-0039,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0401,global_1726,global-20260721,PVMRISK-REF-0040,canonical_source,PVMRISK-REF-0040,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0402,global_1726,global-20260721,PVMRISK-REF-0041,canonical_source,PVMRISK-REF-0041,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0403,global_1726,global-20260721,PVMRISK-REF-0042,canonical_source,PVMRISK-REF-0042,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0404,global_1726,global-20260721,PVMRISK-REF-0043,canonical_source,PVMRISK-REF-0043,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0405,global_1726,global-20260721,PVMRISK-REF-0044,canonical_source,PVMRISK-REF-0044,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0406,global_1726,global-20260721,PVMRISK-REF-0045,canonical_source,PVMRISK-REF-0045,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0407,global_1726,global-20260721,PVMRISK-REF-0046,canonical_source,PVMRISK-REF-0046,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0408,global_1726,global-20260721,PVMRISK-REF-0047,canonical_source,PVMRISK-REF-0047,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0409,global_1726,global-20260721,PVMRISK-REF-0048,canonical_source,PVMRISK-REF-0048,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0410,global_1726,global-20260721,PVMRISK-REF-0049,canonical_source,PVMRISK-REF-0049,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0411,global_1726,global-20260721,PVMRISK-REF-0050,canonical_source,PVMRISK-REF-0050,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0412,global_1726,global-20260721,PVMRISK-REF-0051,canonical_source,PVMRISK-REF-0051,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0413,global_1726,global-20260721,PVMRISK-REF-0052,canonical_source,PVMRISK-REF-0052,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0414,global_1726,global-20260721,PVMRISK-REF-0053,canonical_source,PVMRISK-REF-0053,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0415,global_1726,global-20260721,PVMRISK-REF-0054,canonical_source,PVMRISK-REF-0054,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0416,global_1726,global-20260721,PVMRISK-REF-0055,canonical_source,PVMRISK-REF-0055,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0417,global_1726,global-20260721,PVMRISK-REF-0056,canonical_source,PVMRISK-REF-0056,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0418,global_1726,global-20260721,PVMRISK-REF-0057,canonical_source,PVMRISK-REF-0057,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0419,global_1726,global-20260721,PVMRISK-REF-0058,canonical_source,PVMRISK-REF-0058,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0420,global_1726,global-20260721,PVMRISK-REF-0059,canonical_source,PVMRISK-REF-0059,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0421,global_1726,global-20260721,PVMRISK-REF-0060,canonical_source,PVMRISK-REF-0060,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0422,global_1726,global-20260721,PVMRISK-REF-0061,canonical_source,PVMRISK-REF-0061,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0423,global_1726,global-20260721,RISK-REF-0001,canonical_source,RISK-REF-0001,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0424,global_1726,global-20260721,RISK-REF-0002,canonical_source,RISK-REF-0002,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0425,global_1726,global-20260721,RISK-REF-0003,canonical_source,RISK-REF-0003,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0426,global_1726,global-20260721,RISK-REF-0004,canonical_source,RISK-REF-0004,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0427,global_1726,global-20260721,RISK-REF-0005,canonical_source,RISK-REF-0005,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0428,global_1726,global-20260721,RISK-REF-0006,canonical_source,RISK-REF-0006,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0429,global_1726,global-20260721,RISK-REF-0007,canonical_source,RISK-REF-0007,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0430,global_1726,global-20260721,RISK-REF-0008,canonical_source,RISK-REF-0008,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0431,global_1726,global-20260721,RISK-REF-0009,canonical_source,RISK-REF-0009,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0432,global_1726,global-20260721,RISK-REF-0010,canonical_source,RISK-REF-0010,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0433,global_1726,global-20260721,RISK-REF-0011,canonical_source,RISK-REF-0011,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0434,global_1726,global-20260721,RISK-REF-0012,canonical_source,RISK-REF-0012,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0435,global_1726,global-20260721,RISK-REF-0013,canonical_source,RISK-REF-0013,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0436,global_1726,global-20260721,RISK-REF-0014,canonical_source,RISK-REF-0014,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0437,global_1726,global-20260721,RISK-REF-0015,canonical_source,RISK-REF-0015,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0438,global_1726,global-20260721,RISK-REF-0016,canonical_source,RISK-REF-0016,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0439,global_1726,global-20260721,RISK-REF-0017,canonical_source,RISK-REF-0017,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0440,global_1726,global-20260721,RISK-REF-0018,canonical_source,RISK-REF-0018,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0441,global_1726,global-20260721,RISK-REF-0019,canonical_source,RISK-REF-0019,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0442,global_1726,global-20260721,RISK-REF-0020,canonical_source,RISK-REF-0020,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0443,global_1726,global-20260721,RISK-REF-0021,canonical_source,RISK-REF-0021,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0444,global_1726,global-20260721,RISK-REF-0022,canonical_source,RISK-REF-0022,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0445,global_1726,global-20260721,RISK-REF-0023,canonical_source,RISK-REF-0023,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0446,global_1726,global-20260721,RISK-REF-0024,canonical_source,RISK-REF-0024,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0447,global_1726,global-20260721,RISK-REF-0025,canonical_source,RISK-REF-0025,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0448,global_1726,global-20260721,RISK-REF-0026,canonical_source,RISK-REF-0026,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0449,global_1726,global-20260721,RISK-REF-0027,canonical_source,RISK-REF-0027,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0450,global_1726,global-20260721,RISK-REF-0028,canonical_source,RISK-REF-0028,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0451,global_1726,global-20260721,RISK-REF-0029,canonical_source,RISK-REF-0029,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0452,global_1726,global-20260721,RISK-REF-0030,canonical_source,RISK-REF-0030,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0453,global_1726,global-20260721,RISK-REF-0031,canonical_source,RISK-REF-0031,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0454,global_1726,global-20260721,RISK-REF-0032,canonical_source,RISK-REF-0032,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0455,global_1726,global-20260721,RISK-REF-0033,canonical_source,RISK-REF-0033,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0456,global_1726,global-20260721,RISK-REF-0034,canonical_source,RISK-REF-0034,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0457,global_1726,global-20260721,RISK-REF-0035,canonical_source,RISK-REF-0035,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0458,global_1726,global-20260721,RISK-REF-0036,canonical_source,RISK-REF-0036,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0459,global_1726,global-20260721,RISK-REF-0037,canonical_source,RISK-REF-0037,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0460,global_1726,global-20260721,RISK-REF-0038,canonical_source,RISK-REF-0038,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0461,global_1726,global-20260721,RISK-REF-0039,canonical_source,RISK-REF-0039,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0462,global_1726,global-20260721,RISK-REF-0040,canonical_source,RISK-REF-0040,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0463,global_1726,global-20260721,RISK-REF-0041,canonical_source,RISK-REF-0041,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0464,global_1726,global-20260721,RISK-REF-0042,canonical_source,RISK-REF-0042,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0465,global_1726,global-20260721,RISK-REF-0043,canonical_source,RISK-REF-0043,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0466,global_1726,global-20260721,RISK-REF-0044,canonical_source,RISK-REF-0044,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0467,global_1726,global-20260721,RISK-REF-0045,canonical_source,RISK-REF-0045,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0468,global_1726,global-20260721,RISK-REF-0046,canonical_source,RISK-REF-0046,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0469,global_1726,global-20260721,RISK-REF-0047,canonical_source,RISK-REF-0047,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0470,global_1726,global-20260721,RISK-REF-0048,canonical_source,RISK-REF-0048,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0471,global_1726,global-20260721,RISK-REF-0049,canonical_source,RISK-REF-0049,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0472,global_1726,global-20260721,RISK-REF-0050,canonical_source,RISK-REF-0050,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0473,global_1726,global-20260721,RISK-REF-0051,canonical_source,RISK-REF-0051,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0474,global_1726,global-20260721,RISK-REF-0052,canonical_source,RISK-REF-0052,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0475,global_1726,global-20260721,RISK-REF-0053,canonical_source,RISK-REF-0053,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0476,global_1726,global-20260721,RISK-REF-0054,canonical_source,RISK-REF-0054,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0477,global_1726,global-20260721,RISK-REF-0055,canonical_source,RISK-REF-0055,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0478,global_1726,global-20260721,RISK-REF-0056,canonical_source,RISK-REF-0056,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0479,global_1726,global-20260721,RISK-REF-0057,canonical_source,RISK-REF-0057,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0480,global_1726,global-20260721,RISK-REF-0058,canonical_source,RISK-REF-0058,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0481,global_1726,global-20260721,RISK-REF-0059,canonical_source,RISK-REF-0059,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0482,global_1726,global-20260721,RISK-REF-0060,canonical_source,RISK-REF-0060,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0483,global_1726,global-20260721,RISK-REF-0061,canonical_source,RISK-REF-0061,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0484,global_1726,global-20260721,RISK-REF-0062,canonical_source,RISK-REF-0062,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0485,global_1726,global-20260721,RISK-REF-0063,canonical_source,RISK-REF-0063,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0486,global_1726,global-20260721,RISK-REF-0064,canonical_source,RISK-REF-0064,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0487,global_1726,global-20260721,RISK-REF-0065,canonical_source,RISK-REF-0065,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0488,global_1726,global-20260721,RISK-REF-0066,canonical_source,RISK-REF-0066,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0489,global_1726,global-20260721,RISK-REF-0067,canonical_source,RISK-REF-0067,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0490,global_1726,global-20260721,RISK-REF-0068,canonical_source,RISK-REF-0068,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0491,global_1726,global-20260721,RISK-REF-0069,canonical_source,RISK-REF-0069,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0492,global_1726,global-20260721,RISK-REF-0070,canonical_source,RISK-REF-0070,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0493,global_1726,global-20260721,RISK-REF-0071,canonical_source,RISK-REF-0071,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0494,global_1726,global-20260721,RISK-REF-0072,canonical_source,RISK-REF-0072,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0495,global_1726,global-20260721,RISK-REF-0073,canonical_source,RISK-REF-0073,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0496,global_1726,global-20260721,RISK-REF-0074,canonical_source,RISK-REF-0074,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0497,global_1726,global-20260721,RISK-REF-0075,canonical_source,RISK-REF-0075,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0498,global_1726,global-20260721,RISK-REF-0076,canonical_source,RISK-REF-0076,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0499,global_1726,global-20260721,RISK-REF-0077,canonical_source,RISK-REF-0077,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0500,global_1726,global-20260721,RISK-REF-0078,canonical_source,RISK-REF-0078,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0501,global_1726,global-20260721,RISK-REF-0079,canonical_source,RISK-REF-0079,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0502,global_1726,global-20260721,RISK-REF-0080,canonical_source,RISK-REF-0080,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0503,global_1726,global-20260721,RISK-REF-0081,canonical_source,RISK-REF-0081,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0504,global_1726,global-20260721,RISK-REF-0082,canonical_source,RISK-REF-0082,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0505,global_1726,global-20260721,RISK-REF-0083,canonical_source,RISK-REF-0083,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0506,global_1726,global-20260721,RISK-REF-0084,canonical_source,RISK-REF-0084,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0507,global_1726,global-20260721,RISK-REF-0085,canonical_source,RISK-REF-0085,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0508,global_1726,global-20260721,RISK-REF-0086,canonical_source,RISK-REF-0086,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0509,global_1726,global-20260721,RISK-REF-0087,canonical_source,RISK-REF-0087,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0510,global_1726,global-20260721,RISK-REF-0088,canonical_source,RISK-REF-0088,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0511,global_1726,global-20260721,RISK-REF-0089,canonical_source,RISK-REF-0089,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0512,global_1726,global-20260721,RISK-REF-0090,canonical_source,RISK-REF-0090,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0513,global_1726,global-20260721,RISK-REF-0091,canonical_source,RISK-REF-0091,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0514,global_1726,global-20260721,RISK-REF-0092,canonical_source,RISK-REF-0092,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0515,global_1726,global-20260721,RISK-REF-0093,canonical_source,RISK-REF-0093,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0516,global_1726,global-20260721,RISK-REF-0094,canonical_source,RISK-REF-0094,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0517,global_1726,global-20260721,RISK-REF-0095,canonical_source,RISK-REF-0095,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0518,global_1726,global-20260721,RISK-REF-0096,canonical_source,RISK-REF-0096,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0519,global_1726,global-20260721,RISK-REF-0097,canonical_source,RISK-REF-0097,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0520,global_1726,global-20260721,RISK-REF-0098,canonical_source,RISK-REF-0098,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0521,global_1726,global-20260721,RISK-REF-0099,canonical_source,RISK-REF-0099,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0522,global_1726,global-20260721,RISK-REF-0100,canonical_source,RISK-REF-0100,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0523,global_1726,global-20260721,RISK-REF-0101,canonical_source,RISK-REF-0101,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0524,global_1726,global-20260721,RISK-REF-0102,canonical_source,RISK-REF-0102,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0525,global_1726,global-20260721,RISK-REF-0103,canonical_source,RISK-REF-0103,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0526,global_1726,global-20260721,RISK-REF-0104,canonical_source,RISK-REF-0104,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0527,global_1726,global-20260721,RISK-REF-0105,canonical_source,RISK-REF-0105,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0528,global_1726,global-20260721,RISK-REF-0106,canonical_source,RISK-REF-0106,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0529,global_1726,global-20260721,RISK-REF-0107,canonical_source,RISK-REF-0107,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0530,global_1726,global-20260721,RISK-REF-0108,canonical_source,RISK-REF-0108,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0531,global_1726,global-20260721,RISK-REF-0109,canonical_source,RISK-REF-0109,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0532,global_1726,global-20260721,RISK-REF-0110,canonical_source,RISK-REF-0110,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0533,global_1726,global-20260721,RISK-REF-0111,canonical_source,RISK-REF-0111,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0534,global_1726,global-20260721,RISK-REF-0112,canonical_source,RISK-REF-0112,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0535,global_1726,global-20260721,RISK-REF-0113,canonical_source,RISK-REF-0113,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0536,global_1726,global-20260721,RISK-REF-0114,canonical_source,RISK-REF-0114,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0537,global_1726,global-20260721,RISK-REF-0115,canonical_source,RISK-REF-0115,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0538,global_1726,global-20260721,RISK-REF-0116,canonical_source,RISK-REF-0116,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0539,global_1726,global-20260721,RISK-REF-0117,canonical_source,RISK-REF-0117,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0540,global_1726,global-20260721,RISK-REF-0118,canonical_source,RISK-REF-0118,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0541,global_1726,global-20260721,RISK-REF-0119,canonical_source,RISK-REF-0119,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0542,global_1726,global-20260721,RISK-REF-0120,canonical_source,RISK-REF-0120,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0543,global_1726,global-20260721,RISK-REF-0121,canonical_source,RISK-REF-0121,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0544,global_1726,global-20260721,RISK-REF-0122,canonical_source,RISK-REF-0122,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0545,global_1726,global-20260721,RISK-REF-0123,canonical_source,RISK-REF-0123,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0546,global_1726,global-20260721,RISK-REF-0124,canonical_source,RISK-REF-0124,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0547,global_1726,global-20260721,RISK-REF-0125,canonical_source,RISK-REF-0125,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0548,global_1726,global-20260721,RISK-REF-0126,canonical_source,RISK-REF-0126,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0549,global_1726,global-20260721,RISK-REF-0127,canonical_source,RISK-REF-0127,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0550,global_1726,global-20260721,RISK-REF-0128,canonical_source,RISK-REF-0128,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0551,global_1726,global-20260721,RISK-REF-0129,canonical_source,RISK-REF-0129,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0552,global_1726,global-20260721,RISK-REF-0130,canonical_source,RISK-REF-0130,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0553,global_1726,global-20260721,RISK-REF-0131,canonical_source,RISK-REF-0131,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0554,global_1726,global-20260721,RISK-REF-0132,canonical_source,RISK-REF-0132,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0555,global_1726,global-20260721,RISK-REF-0133,canonical_source,RISK-REF-0133,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0556,global_1726,global-20260721,RISK-REF-0134,canonical_source,RISK-REF-0134,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0557,global_1726,global-20260721,RISK-REF-0135,canonical_source,RISK-REF-0135,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0558,global_1726,global-20260721,RISK-REF-0136,canonical_source,RISK-REF-0136,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0559,global_1726,global-20260721,RISK-REF-0137,canonical_source,RISK-REF-0137,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0560,global_1726,global-20260721,RISK-REF-0138,canonical_source,RISK-REF-0138,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0561,global_1726,global-20260721,RISK-REF-0139,canonical_source,RISK-REF-0139,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0562,global_1726,global-20260721,RISK-REF-0140,canonical_source,RISK-REF-0140,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0563,global_1726,global-20260721,RISK-REF-0141,canonical_source,RISK-REF-0141,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0564,global_1726,global-20260721,RISK-REF-0142,canonical_source,RISK-REF-0142,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0565,global_1726,global-20260721,RISK-REF-0143,canonical_source,RISK-REF-0143,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0566,global_1726,global-20260721,RISK-REF-0144,canonical_source,RISK-REF-0144,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0567,global_1726,global-20260721,RISK-REF-0145,canonical_source,RISK-REF-0145,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0568,global_1726,global-20260721,RISK-REF-0146,canonical_source,RISK-REF-0146,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0569,global_1726,global-20260721,RISK-REF-0147,canonical_source,RISK-REF-0147,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0570,global_1726,global-20260721,RISK-REF-0148,canonical_source,RISK-REF-0148,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0571,global_1726,global-20260721,RISK-REF-0149,canonical_source,RISK-REF-0149,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0572,global_1726,global-20260721,RISK-REF-0150,canonical_source,RISK-REF-0150,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0573,global_1726,global-20260721,RISK-REF-0151,canonical_source,RISK-REF-0151,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0574,global_1726,global-20260721,RISK-REF-0152,canonical_source,RISK-REF-0152,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0575,global_1726,global-20260721,RISK-REF-0153,canonical_source,RISK-REF-0153,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0576,global_1726,global-20260721,RISK-REF-0154,canonical_source,RISK-REF-0154,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0577,global_1726,global-20260721,RISK-REF-0155,canonical_source,RISK-REF-0155,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0578,global_1726,global-20260721,RISK-REF-0156,canonical_source,RISK-REF-0156,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0579,global_1726,global-20260721,RISK-REF-0157,canonical_source,RISK-REF-0157,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0580,global_1726,global-20260721,RISK-REF-0158,canonical_source,RISK-REF-0158,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0581,global_1726,global-20260721,RISK-REF-0159,canonical_source,RISK-REF-0159,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0582,global_1726,global-20260721,RISK-REF-0160,canonical_source,RISK-REF-0160,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0583,global_1726,global-20260721,RISK-REF-0161,canonical_source,RISK-REF-0161,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0584,global_1726,global-20260721,RISK-REF-0162,canonical_source,RISK-REF-0162,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0585,global_1726,global-20260721,RISK-REF-0163,canonical_source,RISK-REF-0163,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0586,global_1726,global-20260721,RISK-REF-0164,canonical_source,RISK-REF-0164,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0587,global_1726,global-20260721,RISK-REF-0165,canonical_source,RISK-REF-0165,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0588,global_1726,global-20260721,RISK-REF-0166,canonical_source,RISK-REF-0166,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0589,global_1726,global-20260721,RISK-REF-0167,canonical_source,RISK-REF-0167,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0590,global_1726,global-20260721,RISK-REF-0168,canonical_source,RISK-REF-0168,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0591,global_1726,global-20260721,RISK-REF-0169,canonical_source,RISK-REF-0169,frozen global source record,True,source_snapshot,2026-07-21
RAI4-0592,global_1726,global-20260721,RISK-REF-0170,canonical_source,RISK-REF-0170,frozen global source record,True,source_snapshot,2026-07-21
