physical_card_id,global_source_id,l4_id,legacy_l2_id,legacy_l2_name,legacy_l3_id,legacy_l3_name,new_l3_id,locked,lock_basis
PHYSRISK-REF-0032,PHYSRISK-REF-0032,RAI4-0351,S2,Societal Safety,S3.6,책임·배상 부재(Lack of Accountability & Liability),RAI3-P-SOC-06,True,Physical AI taxonomy gold assignment preserved
PHYSKR-REF-015,PHYSKR-REF-015,RAI4-0316,S2,Societal Safety,S3.6,책임·배상 부재(Lack of Accountability & Liability),RAI3-P-SOC-06,True,Physical AI taxonomy gold assignment preserved
PHYSKR-REF-016,PHYSKR-REF-016,RAI4-0317,S2,Societal Safety,S3.6,책임·배상 부재(Lack of Accountability & Liability),RAI3-P-SOC-06,True,Physical AI taxonomy gold assignment preserved
PHYSKR-REF-017,PHYSKR-REF-017,RAI4-0318,S2,Societal Safety,S3.6,책임·배상 부재(Lack of Accountability & Liability),RAI3-P-SOC-06,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0034,PHYSRISK-REF-0034,RAI4-0353,S2,Societal Safety,S3.6,책임·배상 부재(Lack of Accountability & Liability),RAI3-P-SOC-06,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0048,PHYSKR-REF-006,RAI4-0307,S2,Societal Safety,S3.7,"투명성·설명 가능성·신뢰 부재(Lack of Transparency, Explainability & Trust)",RAI3-P-SOC-07,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0047,PHYSKR-REF-005,RAI4-0306,S2,Societal Safety,S3.8,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),RAI3-P-SOC-08,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0049,PHYSKR-REF-007,RAI4-0308,S2,Societal Safety,S3.8,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),RAI3-P-SOC-08,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0050,PHYSKR-REF-008,RAI4-0309,S2,Societal Safety,S3.8,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),RAI3-P-SOC-08,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0022,PHYSRISK-REF-0022,RAI4-0341,S2,Societal Safety,S3.8,인간-EAI의 해로운 관계(Unhealthy / Dangerous Human-EAI Relationships),RAI3-P-SOC-08,True,Physical AI taxonomy gold assignment preserved
PHYSRISK-REF-0055,PHYSKR-REF-018,RAI4-0319,S2,Societal Safety,S3.9,변혁적 영향(Transformative Effects),RAI3-P-SOC-09,True,Physical AI taxonomy gold assignment preserved
