source_row_id,source_domain,source_l4_id,final_l4_id,final_l1_id,final_l3_id,status
SRC-A-0055,Agentic,RAI4-1571,A_INT_CONFLICT_003,L1_A,A_INT_CONFLICT,ACTIVE
SRC-A-0056,Agentic,RAI4-1681,A_INT_CONFLICT_001,L1_A,A_INT_CONFLICT,ACTIVE
SRC-A-0057,Agentic,RAI4-0009,A_INT_CASCADE_005,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0058,Agentic,RAI4-0483,A_INT_COLLUSION_003,L1_A,A_INT_COLLUSION,ACTIVE
SRC-A-0059,Agentic,RAI4-0583,A_Others_014,L1_A,A_Others,ACTIVE
SRC-A-0060,Agentic,RAI4-0589,A_INT_COORD_003,L1_A,A_INT_COORD,ACTIVE
SRC-A-0061,Agentic,RAI4-0598,A_INT_COORD_005,L1_A,A_INT_COORD,ACTIVE
SRC-A-0062,Agentic,RAI4-0605,A_INT_COLLUSION_002,L1_A,A_INT_COLLUSION,ACTIVE
SRC-A-0063,Agentic,RAI4-1388,,,,DELETED
SRC-A-0064,Agentic,RAI4-1400,G_Others_008,L1_G,G_Others,ACTIVE
SRC-A-0065,Agentic,RAI4-1570,A_INT_COLLUSION_001,L1_A,A_INT_COLLUSION,ACTIVE
SRC-A-0066,Agentic,RAI4-1577,A_INT_CASCADE_006,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0067,Agentic,RAI4-1580,A_Others_005,L1_A,A_Others,ACTIVE
SRC-A-0068,Agentic,RAI4-1648,A_INT_COORD_001,L1_A,A_INT_COORD,ACTIVE
SRC-A-0069,Agentic,RAI4-0982,G_SOC_ECON_005,L1_G,G_SOC_ECON,ACTIVE
SRC-A-0070,Agentic,RAI4-1001,G_INT_REPR_002,L1_G,G_INT_REPR,ACTIVE
SRC-A-0071,Agentic,RAI4-1501,G_INT_ALLOC_007,L1_G,G_INT_ALLOC,ACTIVE
SRC-A-0072,Agentic,RAI4-1572,G_INT_REPR_023,L1_G,G_INT_REPR,ACTIVE
SRC-A-0073,Agentic,RAI4-0047,A_SYS_TRACE_002,L1_A,A_SYS_TRACE,ACTIVE
SRC-A-0074,Agentic,RAI4-1098,A_SYS_TRACE_003,L1_A,A_SYS_TRACE,ACTIVE
SRC-A-0075,Agentic,RAI4-0150,G_INT_REL_004,L1_G,G_INT_REL,ACTIVE
SRC-A-0076,Agentic,RAI4-0152,G_INT_REL_003,L1_G,G_INT_REL,ACTIVE
SRC-A-0077,Agentic,RAI4-0158,G_INT_REL_005,L1_G,G_INT_REL,ACTIVE
SRC-A-0078,Agentic,RAI4-0651,G_SOC_DEMOC_002,L1_G,G_SOC_DEMOC,ACTIVE
SRC-A-0079,Agentic,RAI4-0884,G_INT_UNETH_012,L1_G,G_INT_UNETH,ACTIVE
SRC-A-0080,Agentic,RAI4-0367,G_Others_121,L1_G,G_Others,ACTIVE
SRC-A-0081,Agentic,RAI4-1288,A_SYS_GOAL_004,L1_A,A_SYS_GOAL,ACTIVE
SRC-A-0082,Agentic,RAI4-1306,G_SOC_GOV_005,L1_G,G_SOC_GOV,ACTIVE
SRC-A-0083,Agentic,RAI4-0279,P_SYS_STATE_005,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0001,Physical,RAI4-0269,P_SYS_STATE_013,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0002,Physical,RAI4-0277,G_SYS_EVAL_008,L1_G,G_SYS_EVAL,ACTIVE
SRC-P-0003,Physical,RAI4-0324,P_SYS_STATE_008,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0004,Physical,RAI4-0335,P_Others_010,L1_P,P_Others,ACTIVE
SRC-P-0005,Physical,RAI4-0545,G_Others_063,L1_G,G_Others,ACTIVE
SRC-P-0006,Physical,RAI4-0629,G_SYS_OEXT_002,L1_G,G_SYS_OEXT,ACTIVE
SRC-P-0007,Physical,RAI4-0736,G_SYS_SECADV_014,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0008,Physical,RAI4-1383,G_Others_056,L1_G,G_Others,ACTIVE
SRC-P-0009,Physical,RAI4-1497,G_SYS_INPUT_001,L1_G,G_SYS_INPUT,ACTIVE
SRC-P-0010,Physical,RAI4-1631,G_INT_UNETH_009,L1_G,G_INT_UNETH,ACTIVE
SRC-P-0011,Physical,RAI4-1689,P_SYS_STATE_006,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0012,Physical,RAI4-1701,A_Others_008,L1_A,A_Others,ACTIVE
SRC-P-0013,Physical,RAI4-0206,P_SYS_CONTROL_012,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0014,Physical,RAI4-0207,P_SYS_CONTROL_026,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0015,Physical,RAI4-0208,P_SYS_CONTROL_014,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0016,Physical,RAI4-0215,P_INT_SAFETY_013,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0017,Physical,RAI4-0218,P_INT_SAFETY_012,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0018,Physical,RAI4-0219,P_Others_016,L1_P,P_Others,ACTIVE
SRC-P-0019,Physical,RAI4-0237,P_SYS_CONTROL_040,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0020,Physical,RAI4-0241,P_SYS_CONTROL_037,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0021,Physical,RAI4-0243,P_Others_024,L1_P,P_Others,ACTIVE
SRC-P-0022,Physical,RAI4-0260,P_SYS_CONTROL_044,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0023,Physical,RAI4-0264,P_SYS_CONTROL_034,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0024,Physical,RAI4-0273,P_SYS_CONTROL_021,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0025,Physical,RAI4-0282,P_SYS_CONTROL_003,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0026,Physical,RAI4-0288,P_Others_021,L1_P,P_Others,ACTIVE
SRC-P-0027,Physical,RAI4-0290,P_INT_SAFETY_008,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0028,Physical,RAI4-0291,P_SYS_CONTROL_030,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0029,Physical,RAI4-0293,P_SYS_CONTROL_007,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0030,Physical,RAI4-0296,P_SYS_CONTROL_008,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0031,Physical,RAI4-0297,P_SYS_CONTROL_024,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0032,Physical,RAI4-0299,P_SYS_CONTROL_032,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0033,Physical,RAI4-0303,P_SYS_CONTROL_005,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0034,Physical,RAI4-0304,P_SYS_CONTROL_004,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0035,Physical,RAI4-0309,P_SYS_CONTROL_006,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0036,Physical,RAI4-0310,P_Others_014,L1_P,P_Others,ACTIVE
SRC-P-0037,Physical,RAI4-0314,P_SYS_CONTROL_027,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0038,Physical,RAI4-0315,P_SYS_CONTROL_036,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0039,Physical,RAI4-0331,P_SYS_CONTROL_015,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0040,Physical,RAI4-0339,P_SYS_CONTROL_028,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0041,Physical,RAI4-0343,P_SYS_CONTROL_023,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0042,Physical,RAI4-0361,P_Others_026,L1_P,P_Others,ACTIVE
SRC-P-0043,Physical,RAI4-0183,P_Others_019,L1_P,P_Others,ACTIVE
SRC-P-0044,Physical,RAI4-0298,P_SYS_HARDWARE_004,L1_P,P_SYS_HARDWARE,ACTIVE
SRC-P-0045,Physical,RAI4-0300,P_Others_003,L1_P,P_Others,ACTIVE
SRC-P-0046,Physical,RAI4-0333,P_SYS_CONTROL_013,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0047,Physical,RAI4-0661,,,,DELETED
SRC-P-0048,Physical,RAI4-1035,P_SYS_HARDWARE_002,L1_P,P_SYS_HARDWARE,ACTIVE
SRC-P-0049,Physical,RAI4-1496,P_SYS_HARDWARE_005,L1_P,P_SYS_HARDWARE,ACTIVE
SRC-P-0050,Physical,RAI4-1629,P_SYS_CONTROL_025,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0051,Physical,RAI4-0776,G_SYS_SECADV_033,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0052,Physical,RAI4-0853,,,,DELETED
SRC-P-0053,Physical,RAI4-0993,P_SYS_CONTROL_020,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0054,Physical,RAI4-1039,P_SYS_CONTROL_002,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0055,Physical,RAI4-1092,G_SOC_POWER_017,L1_G,G_SOC_POWER,ACTIVE
SRC-P-0056,Physical,RAI4-1157,G_SYS_SECADV_009,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0057,Physical,RAI4-1252,A_Others_015,L1_A,A_Others,ACTIVE
SRC-P-0058,Physical,RAI4-1282,G_SYS_SECADV_002,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0059,Physical,RAI4-1284,P_Others_008,L1_P,P_Others,ACTIVE
SRC-P-0060,Physical,RAI4-1333,P_INT_TAMPER_008,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0061,Physical,RAI4-1489,P_SYS_STATE_012,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0062,Physical,RAI4-1490,,,,DELETED
SRC-P-0063,Physical,RAI4-1519,,,,DELETED
SRC-P-0064,Physical,RAI4-1541,,,,DELETED
SRC-P-0065,Physical,RAI4-1562,,,,DELETED
SRC-P-0066,Physical,RAI4-1596,,,,DELETED
SRC-P-0067,Physical,RAI4-0035,,,,DELETED
SRC-P-0068,Physical,RAI4-0213,,,,DELETED
SRC-P-0069,Physical,RAI4-0377,,,,DELETED
SRC-P-0070,Physical,RAI4-0408,,,,DELETED
SRC-P-0071,Physical,RAI4-0811,,,,DELETED
SRC-P-0072,Physical,RAI4-0196,G_SYS_SECADV_020,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0073,Physical,RAI4-0227,P_SYS_CONTROL_039,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0074,Physical,RAI4-0669,G_SYS_SECADV_022,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0075,Physical,RAI4-0758,G_SYS_SECADV_028,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0076,Physical,RAI4-0767,G_SYS_SECADV_006,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0077,Physical,RAI4-0773,,,,DELETED
SRC-P-0078,Physical,RAI4-0782,,,,DELETED
SRC-P-0079,Physical,RAI4-0789,,,,DELETED
SRC-P-0080,Physical,RAI4-0917,,,,DELETED
SRC-P-0081,Physical,RAI4-0919,,,,DELETED
SRC-P-0082,Physical,RAI4-0921,,,,DELETED
SRC-P-0083,Physical,RAI4-0927,G_SYS_SECADV_026,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0084,Physical,RAI4-0928,G_SYS_SECADV_018,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0085,Physical,RAI4-0930,G_SYS_SECADV_025,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0086,Physical,RAI4-0943,,,,DELETED
SRC-P-0087,Physical,RAI4-1058,,,,DELETED
SRC-P-0088,Physical,RAI4-1176,G_Others_126,L1_G,G_Others,ACTIVE
SRC-P-0089,Physical,RAI4-1348,,,,DELETED
SRC-P-0090,Physical,RAI4-1354,G_SYS_SECADV_011,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0091,Physical,RAI4-1513,G_Others_104,L1_G,G_Others,ACTIVE
SRC-P-0092,Physical,RAI4-1517,G_SYS_SECADV_019,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0093,Physical,RAI4-1520,G_SYS_SECADV_032,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0094,Physical,RAI4-1521,G_SYS_SECADV_003,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0095,Physical,RAI4-1522,,,,DELETED
SRC-P-0096,Physical,RAI4-1658,,,,DELETED
SRC-P-0097,Physical,RAI4-1665,G_SYS_SECADV_030,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0098,Physical,RAI4-1666,G_SYS_SECADV_004,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0099,Physical,RAI4-1675,P_SYS_CONTROL_017,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0100,Physical,RAI4-1686,,,,DELETED
SRC-P-0101,Physical,RAI4-0197,P_INT_TAMPER_007,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0102,Physical,RAI4-0198,,,,DELETED
SRC-P-0103,Physical,RAI4-0199,P_INT_TAMPER_005,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0104,Physical,RAI4-0201,P_INT_TAMPER_004,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0105,Physical,RAI4-0210,P_INT_TAMPER_009,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0106,Physical,RAI4-0221,P_INT_TAMPER_001,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0107,Physical,RAI4-0302,P_INT_TAMPER_011,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0108,Physical,RAI4-0305,P_INT_TAMPER_002,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0109,Physical,RAI4-0311,P_Others_007,L1_P,P_Others,MERGED
SRC-P-0110,Physical,RAI4-0323,P_INT_TAMPER_010,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0111,Physical,RAI4-1677,,,,DELETED
SRC-P-0112,Physical,RAI4-0348,P_INT_TAMPER_006,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0113,Physical,RAI4-0350,P_INT_TAMPER_003,L1_P,P_INT_TAMPER,ACTIVE
SRC-P-0114,Physical,RAI4-0774,G_SYS_SECADV_005,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0115,Physical,RAI4-1337,G_SYS_SECADV_015,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0116,Physical,RAI4-1338,G_Others_002,L1_G,G_Others,ACTIVE
SRC-P-0117,Physical,RAI4-1377,G_SYS_SECADV_021,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0118,Physical,RAI4-1547,G_INT_WEAP_013,L1_G,G_INT_WEAP,ACTIVE
SRC-P-0119,Physical,RAI4-1550,G_SYS_SECADV_007,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0120,Physical,RAI4-1561,G_SYS_SECADV_010,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0121,Physical,RAI4-0180,P_INT_SAFETY_006,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0122,Physical,RAI4-0181,P_INT_SAFETY_005,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0123,Physical,RAI4-0224,P_INT_SAFETY_015,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0124,Physical,RAI4-0234,P_INT_SAFETY_002,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0125,Physical,RAI4-0240,P_SYS_STATE_003,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0126,Physical,RAI4-0261,P_Others_028,L1_P,P_Others,ACTIVE
SRC-P-0127,Physical,RAI4-0278,P_Others_015,L1_P,P_Others,ACTIVE
SRC-P-0128,Physical,RAI4-0321,P_SYS_STATE_001,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0129,Physical,RAI4-0322,P_SYS_STATE_010,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0130,Physical,RAI4-0352,P_SYS_HARDWARE_003,L1_P,P_SYS_HARDWARE,ACTIVE
SRC-P-0131,Physical,RAI4-0442,G_SYS_MISINFO_017,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0132,Physical,RAI4-0444,G_SOC_CULT_012,L1_G,G_SOC_CULT,ACTIVE
SRC-P-0133,Physical,RAI4-0787,G_SYS_MISINFO_009,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0134,Physical,RAI4-0803,,,,DELETED
SRC-P-0135,Physical,RAI4-0817,G_SYS_MISINFO_016,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0136,Physical,RAI4-0820,G_SYS_MISINFO_019,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0137,Physical,RAI4-1524,G_SYS_MISINFO_013,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0138,Physical,RAI4-1527,G_SYS_MISINFO_022,L1_G,G_SYS_MISINFO,ACTIVE
SRC-P-0139,Physical,RAI4-1688,P_SYS_STATE_002,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0140,Physical,RAI4-1696,G_INT_POL_005,L1_G,G_INT_POL,ACTIVE
SRC-P-0141,Physical,RAI4-1697,G_SYS_TRANS_007,L1_G,G_SYS_TRANS,ACTIVE
SRC-P-0142,Physical,RAI4-0209,P_SYS_CONTROL_001,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0143,Physical,RAI4-0337,P_Others_009,L1_P,P_Others,ACTIVE
SRC-P-0144,Physical,RAI4-0466,G_SYS_SECADV_001,L1_G,G_SYS_SECADV,ACTIVE
SRC-P-0145,Physical,RAI4-0920,,,,DELETED
SRC-P-0146,Physical,RAI4-1287,P_SYS_HARDWARE_001,L1_P,P_SYS_HARDWARE,ACTIVE
SRC-P-0147,Physical,RAI4-0245,P_INT_SAFETY_017,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0148,Physical,RAI4-0247,P_SYS_CONTROL_010,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0149,Physical,RAI4-0249,P_Others_027,L1_P,P_Others,ACTIVE
SRC-P-0150,Physical,RAI4-0253,P_SYS_CONTROL_029,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0151,Physical,RAI4-0254,P_SYS_CONTROL_031,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0152,Physical,RAI4-0255,P_INT_SAFETY_011,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0153,Physical,RAI4-0256,P_SYS_CONTROL_022,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0154,Physical,RAI4-0257,P_SYS_CONTROL_019,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0155,Physical,RAI4-0262,P_Others_017,L1_P,P_Others,ACTIVE
SRC-P-0156,Physical,RAI4-0265,P_SYS_CONTROL_035,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0157,Physical,RAI4-0266,P_Others_007,L1_P,P_Others,MERGED
SRC-P-0158,Physical,RAI4-0270,P_SYS_STATE_009,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0159,Physical,RAI4-0276,P_INT_SAFETY_007,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0160,Physical,RAI4-0283,P_SYS_CONTROL_018,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0161,Physical,RAI4-0285,P_Others_018,L1_P,P_Others,ACTIVE
SRC-P-0162,Physical,RAI4-0286,P_Others_001,L1_P,P_Others,ACTIVE
SRC-P-0163,Physical,RAI4-0287,P_Others_001,L1_P,P_Others,MERGED
SRC-P-0164,Physical,RAI4-0316,P_Others_001,L1_P,P_Others,MERGED
SRC-P-0165,Physical,RAI4-0320,P_SYS_STATE_011,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0166,Physical,RAI4-0029,A_SYS_DECEPT_002,L1_A,A_SYS_DECEPT,ACTIVE
SRC-P-0167,Physical,RAI4-0032,A_Others_017,L1_A,A_Others,ACTIVE
SRC-P-0168,Physical,RAI4-0235,P_SYS_CONTROL_043,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0169,Physical,RAI4-0275,P_Others_002,L1_P,P_Others,ACTIVE
SRC-P-0170,Physical,RAI4-0281,P_INT_SAFETY_014,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0171,Physical,RAI4-0326,G_SYS_INPUT_004,L1_G,G_SYS_INPUT,ACTIVE
SRC-P-0172,Physical,RAI4-0327,P_SYS_CONTROL_041,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0173,Physical,RAI4-0381,G_INT_VALUE_012,L1_G,G_INT_VALUE,ACTIVE
SRC-P-0174,Physical,RAI4-1174,G_SYS_OREF_002,L1_G,G_SYS_OREF,ACTIVE
SRC-P-0175,Physical,RAI4-0189,,,,DELETED
SRC-P-0176,Physical,RAI4-0212,,,,DELETED
SRC-P-0177,Physical,RAI4-0220,P_Others_023,L1_P,P_Others,ACTIVE
SRC-P-0178,Physical,RAI4-0225,,,,DELETED
SRC-P-0179,Physical,RAI4-0236,P_SYS_CONTROL_009,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0180,Physical,RAI4-0238,,,,DELETED
SRC-P-0181,Physical,RAI4-0242,P_Others_006,L1_P,P_Others,ACTIVE
SRC-P-0182,Physical,RAI4-0252,P_INT_SAFETY_001,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0183,Physical,RAI4-0258,P_SYS_CONTROL_038,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0184,Physical,RAI4-0295,P_Others_025,L1_P,P_Others,ACTIVE
SRC-P-0185,Physical,RAI4-0312,P_Others_007,L1_P,P_Others,ACTIVE
SRC-P-0186,Physical,RAI4-0319,,,,DELETED
SRC-P-0187,Physical,RAI4-0358,P_INT_SAFETY_004,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0188,Physical,RAI4-0866,G_INT_ANTH_013,L1_G,G_INT_ANTH,ACTIVE
SRC-P-0189,Physical,RAI4-1621,A_SYS_AUTH_013,L1_A,A_SYS_AUTH,ACTIVE
SRC-P-0190,Physical,RAI4-0018,A_Others_007,L1_A,A_Others,ACTIVE
SRC-P-0191,Physical,RAI4-0026,,,,DELETED
SRC-P-0192,Physical,RAI4-0143,G_INT_UNETH_006,L1_G,G_INT_UNETH,ACTIVE
SRC-P-0193,Physical,RAI4-0231,P_INT_SAFETY_010,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0194,Physical,RAI4-0558,A_Others_003,L1_A,A_Others,ACTIVE
SRC-P-0195,Physical,RAI4-0863,,,,DELETED
SRC-P-0196,Physical,RAI4-0941,A_Others_009,L1_A,A_Others,ACTIVE
SRC-P-0197,Physical,RAI4-1155,,,,DELETED
SRC-P-0198,Physical,RAI4-1576,A_SYS_AUTH_006,L1_A,A_SYS_AUTH,ACTIVE
SRC-P-0199,Physical,RAI4-1579,A_INT_COLLUSION_004,L1_A,A_INT_COLLUSION,ACTIVE
SRC-P-0200,Physical,RAI4-1589,,,,DELETED
SRC-P-0201,Physical,RAI4-1612,,,,DELETED
SRC-P-0202,Physical,RAI4-1706,,,,DELETED
SRC-P-0203,Physical,RAI4-0200,P_SYS_STATE_007,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0204,Physical,RAI4-0313,P_SYS_STATE_007,L1_P,P_SYS_STATE,MERGED
SRC-P-0205,Physical,RAI4-0354,P_Others_029,L1_P,P_Others,ACTIVE
SRC-P-0206,Physical,RAI4-0355,P_SYS_CONTROL_011,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0207,Physical,RAI4-1104,G_SOC_ECON_011,L1_G,G_SOC_ECON,ACTIVE
SRC-P-0208,Physical,RAI4-1024,,,,DELETED
SRC-P-0209,Physical,RAI4-1641,,,,DELETED
SRC-P-0210,Physical,RAI4-0049,,,,DELETED
SRC-P-0211,Physical,RAI4-0217,P_SYS_STATE_004,L1_P,P_SYS_STATE,ACTIVE
SRC-P-0212,Physical,RAI4-0151,P_Others_011,L1_P,P_Others,ACTIVE
SRC-P-0213,Physical,RAI4-1261,P_INT_SAFETY_003,L1_P,P_INT_SAFETY,ACTIVE
SRC-P-0214,Physical,RAI4-0216,P_SYS_CONTROL_033,L1_P,P_SYS_CONTROL,ACTIVE
SRC-P-0215,Physical,RAI4-0317,P_Others_005,L1_P,P_Others,ACTIVE
SRC-P-0216,Physical,RAI4-1278,A_SYS_TRACE_001,L1_A,A_SYS_TRACE,ACTIVE
SRC-P-0217,Physical,RAI4-1002,,,,DELETED
SRC-P-0218,Physical,RAI4-1152,G_SOC_POWER_008,L1_G,G_SOC_POWER,ACTIVE
