source_row_id,source_domain,source_l4_id,final_l4_id,final_l1_id,final_l3_id,status
SRC-G-0362,General,RAI4-0159,G_Others_093,L1_G,G_Others,ACTIVE
SRC-G-0363,General,RAI4-0160,G_Others_001,L1_G,G_Others,ACTIVE
SRC-G-0364,General,RAI4-0173,G_INT_UNETH_001,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0365,General,RAI4-0612,G_INT_WEAP_010,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0366,General,RAI4-0723,G_Others_109,L1_G,G_Others,ACTIVE
SRC-G-0367,General,RAI4-0800,G_SYS_MISINFO_001,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0368,General,RAI4-0805,G_SOC_DEMOC_005,L1_G,G_SOC_DEMOC,ACTIVE
SRC-G-0369,General,RAI4-0871,G_INT_UNETH_013,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0370,General,RAI4-0882,G_SYS_CONTEST_004,L1_G,G_SYS_CONTEST,ACTIVE
SRC-G-0371,General,RAI4-0885,G_INT_ANTH_014,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0372,General,RAI4-0890,G_Others_131,L1_G,G_Others,ACTIVE
SRC-G-0373,General,RAI4-0902,G_INT_REL_002,L1_G,G_INT_REL,ACTIVE
SRC-G-0374,General,RAI4-1106,G_INT_ANTH_011,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0375,General,RAI4-1141,G_INT_ANTH_012,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0376,General,RAI4-1190,,,,DELETED
SRC-G-0377,General,RAI4-1263,G_INT_UNETH_011,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0378,General,RAI4-1289,A_SYS_GOAL_001,L1_A,A_SYS_GOAL,ACTIVE
SRC-G-0379,General,RAI4-1328,G_Others_064,L1_G,G_Others,ACTIVE
SRC-G-0380,General,RAI4-1617,G_Others_098,L1_G,G_Others,ACTIVE
SRC-G-0381,General,RAI4-0146,G_SYS_OEXT_013,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0382,General,RAI4-0176,G_INT_PRIV_001,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0383,General,RAI4-0450,G_INT_PRIV_013,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0384,General,RAI4-0498,G_SOC_DEMOC_003,L1_G,G_SOC_DEMOC,ACTIVE
SRC-G-0385,General,RAI4-0611,G_Others_097,L1_G,G_Others,ACTIVE
SRC-G-0386,General,RAI4-0633,G_Others_046,L1_G,G_Others,ACTIVE
SRC-G-0387,General,RAI4-0842,G_Others_110,L1_G,G_Others,ACTIVE
SRC-G-0388,General,RAI4-0845,G_SOC_CULT_007,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0389,General,RAI4-0846,G_SOC_DEMOC_006,L1_G,G_SOC_DEMOC,ACTIVE
SRC-G-0390,General,RAI4-0847,G_SOC_CULT_006,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0391,General,RAI4-0874,G_SOC_ECON_007,L1_G,G_SOC_ECON,ACTIVE
SRC-G-0392,General,RAI4-0895,G_SOC_CULT_004,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0393,General,RAI4-0897,G_SOC_ECON_002,L1_G,G_SOC_ECON,ACTIVE
SRC-G-0394,General,RAI4-0909,,,,DELETED
SRC-G-0395,General,RAI4-0956,G_SOC_CULT_011,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0396,General,RAI4-1240,G_INT_UNETH_014,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0397,General,RAI4-1302,G_Others_065,L1_G,G_Others,ACTIVE
SRC-G-0398,General,RAI4-1339,G_SOC_ECON_003,L1_G,G_SOC_ECON,ACTIVE
SRC-G-0399,General,RAI4-1421,G_SOC_DEMOC_004,L1_G,G_SOC_DEMOC,ACTIVE
SRC-G-0400,General,RAI4-1585,G_Others_006,L1_G,G_Others,ACTIVE
SRC-G-0401,General,RAI4-1618,A_SYS_AUTH_010,L1_A,A_SYS_AUTH,ACTIVE
SRC-G-0402,General,RAI4-0056,G_SOC_GOV_006,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0403,General,RAI4-0058,G_Others_139,L1_G,G_Others,ACTIVE
SRC-G-0404,General,RAI4-0076,G_SOC_GOV_008,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0405,General,RAI4-0078,G_Others_057,L1_G,G_Others,ACTIVE
SRC-G-0406,General,RAI4-0096,G_SOC_GOV_013,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0407,General,RAI4-0103,G_SOC_GOV_001,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0408,General,RAI4-0112,G_SYS_OEXT_006,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0409,General,RAI4-0385,G_SOC_GOV_010,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0410,General,RAI4-0386,G_SOC_GOV_004,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0411,General,RAI4-0409,G_SOC_GOV_009,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0412,General,RAI4-0488,G_SOC_GOV_012,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0413,General,RAI4-0511,G_SYS_EVAL_009,L1_G,G_SYS_EVAL,ACTIVE
SRC-G-0414,General,RAI4-0535,G_Others_125,L1_G,G_Others,ACTIVE
SRC-G-0415,General,RAI4-0555,A_Others_016,L1_A,A_Others,ACTIVE
SRC-G-0416,General,RAI4-0908,G_SOC_GOV_006,L1_G,G_SOC_GOV,MERGED
SRC-G-0417,General,RAI4-0942,G_Others_051,L1_G,G_Others,ACTIVE
SRC-G-0418,General,RAI4-0947,G_SOC_GOV_011,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0419,General,RAI4-0969,A_Others_016,L1_A,A_Others,MERGED
SRC-G-0420,General,RAI4-0972,G_Others_028,L1_G,G_Others,ACTIVE
SRC-G-0421,General,RAI4-0973,G_Others_068,L1_G,G_Others,ACTIVE
SRC-G-0422,General,RAI4-0974,G_Others_052,L1_G,G_Others,ACTIVE
SRC-G-0423,General,RAI4-1017,G_SYS_SECADV_017,L1_G,G_SYS_SECADV,ACTIVE
SRC-G-0424,General,RAI4-1150,G_SOC_GOV_014,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0425,General,RAI4-1331,G_Others_053,L1_G,G_Others,ACTIVE
SRC-G-0426,General,RAI4-1485,G_SOC_GOV_017,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0427,General,RAI4-1720,G_SOC_GOV_016,L1_G,G_SOC_GOV,ACTIVE
SRC-G-0428,General,RAI4-0123,G_SOC_CULT_010,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0429,General,RAI4-0162,G_SYS_OEXT_014,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0430,General,RAI4-0362,G_INT_VALUE_011,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0431,General,RAI4-0369,G_INT_VALUE_005,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0432,General,RAI4-0370,G_SYS_CONTEXT_001,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-G-0433,General,RAI4-0372,G_Others_102,L1_G,G_Others,ACTIVE
SRC-G-0434,General,RAI4-0388,G_SOC_CULT_003,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0435,General,RAI4-0390,G_Others_004,L1_G,G_Others,ACTIVE
SRC-G-0436,General,RAI4-0394,G_Others_088,L1_G,G_Others,ACTIVE
SRC-G-0437,General,RAI4-0396,G_INT_VALUE_016,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0438,General,RAI4-0398,G_INT_VALUE_004,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0439,General,RAI4-0410,G_SYS_CONTEXT_005,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-G-0440,General,RAI4-0412,G_Others_077,L1_G,G_Others,ACTIVE
SRC-G-0441,General,RAI4-0413,G_SOC_CULT_001,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0442,General,RAI4-0417,G_SYS_INCONS_001,L1_G,G_SYS_INCONS,ACTIVE
SRC-G-0443,General,RAI4-0423,G_SOC_CULT_008,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0444,General,RAI4-0424,G_INT_ALLOC_003,L1_G,G_INT_ALLOC,ACTIVE
SRC-G-0445,General,RAI4-0430,G_INT_ALLOC_004,L1_G,G_INT_ALLOC,ACTIVE
SRC-G-0446,General,RAI4-0497,G_SOC_POWER_015,L1_G,G_SOC_POWER,ACTIVE
SRC-G-0447,General,RAI4-0556,A_SYS_AUTH_005,L1_A,A_SYS_AUTH,ACTIVE
SRC-G-0448,General,RAI4-0557,G_Others_143,L1_G,G_Others,ACTIVE
SRC-G-0449,General,RAI4-0562,A_Others_004,L1_A,A_Others,ACTIVE
SRC-G-0450,General,RAI4-0580,G_Others_041,L1_G,G_Others,ACTIVE
SRC-G-0451,General,RAI4-0585,A_INT_CASCADE_004,L1_A,A_INT_CASCADE,ACTIVE
SRC-G-0452,General,RAI4-0601,G_Others_144,L1_G,G_Others,ACTIVE
SRC-G-0453,General,RAI4-0621,G_SYS_SECADV_008,L1_G,G_SYS_SECADV,ACTIVE
SRC-G-0454,General,RAI4-0622,G_Others_038,L1_G,G_Others,ACTIVE
SRC-G-0455,General,RAI4-0639,,,,DELETED
SRC-G-0456,General,RAI4-0644,G_SOC_POWER_016,L1_G,G_SOC_POWER,ACTIVE
SRC-G-0457,General,RAI4-0666,G_Others_017,L1_G,G_Others,ACTIVE
SRC-G-0458,General,RAI4-0702,G_INT_VALUE_003,L1_G,G_INT_VALUE,ACTIVE
SRC-G-0459,General,RAI4-0747,G_SYS_SECADV_034,L1_G,G_SYS_SECADV,ACTIVE
SRC-G-0460,General,RAI4-0763,G_Others_128,L1_G,G_Others,ACTIVE
SRC-G-0461,General,RAI4-0804,G_SOC_CULT_005,L1_G,G_SOC_CULT,ACTIVE
SRC-G-0462,General,RAI4-0823,G_INT_VIOL_001,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0463,General,RAI4-0896,G_Others_036,L1_G,G_Others,ACTIVE
SRC-G-0464,General,RAI4-0906,G_Others_136,L1_G,G_Others,ACTIVE
SRC-G-0465,General,RAI4-0975,G_INT_UNETH_021,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0466,General,RAI4-0979,G_INT_COPY_006,L1_G,G_INT_COPY,ACTIVE
SRC-G-0467,General,RAI4-0994,G_INT_ALLOC_002,L1_G,G_INT_ALLOC,ACTIVE
SRC-G-0468,General,RAI4-0998,G_INT_REPR_022,L1_G,G_INT_REPR,MERGED
SRC-G-0469,General,RAI4-1004,G_Others_042,L1_G,G_Others,ACTIVE
SRC-G-0470,General,RAI4-1010,G_Others_016,L1_G,G_Others,ACTIVE
SRC-G-0471,General,RAI4-1016,G_Others_094,L1_G,G_Others,ACTIVE
SRC-G-0472,General,RAI4-1029,G_INT_UNETH_020,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0473,General,RAI4-1119,G_SOC_POWER_007,L1_G,G_SOC_POWER,ACTIVE
SRC-G-0474,General,RAI4-1164,A_SYS_AUTH_005,L1_A,A_SYS_AUTH,MERGED
SRC-G-0475,General,RAI4-1218,G_Others_047,L1_G,G_Others,ACTIVE
SRC-G-0476,General,RAI4-1236,G_Others_120,L1_G,G_Others,MERGED
SRC-G-0477,General,RAI4-1239,A_SYS_GOAL_006,L1_A,A_SYS_GOAL,ACTIVE
SRC-G-0478,General,RAI4-1246,G_INT_UNETH_004,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0479,General,RAI4-1260,G_Others_148,L1_G,G_Others,ACTIVE
SRC-G-0480,General,RAI4-1326,G_INT_UNETH_010,L1_G,G_INT_UNETH,ACTIVE
SRC-G-0481,General,RAI4-1330,G_Others_033,L1_G,G_Others,ACTIVE
SRC-G-0482,General,RAI4-1341,G_Others_031,L1_G,G_Others,ACTIVE
SRC-G-0483,General,RAI4-1418,G_SOC_POWER_005,L1_G,G_SOC_POWER,ACTIVE
SRC-G-0484,General,RAI4-1533,G_SYS_MISINFO_005,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0485,General,RAI4-1546,G_SYS_OEXT_007,L1_G,G_SYS_OEXT,ACTIVE
SRC-G-0486,General,RAI4-1555,G_SYS_MISINFO_020,L1_G,G_SYS_MISINFO,ACTIVE
SRC-G-0487,General,RAI4-1566,G_Others_050,L1_G,G_Others,ACTIVE
SRC-G-0488,General,RAI4-1586,G_Others_122,L1_G,G_Others,ACTIVE
SRC-G-0489,General,RAI4-1607,G_Others_045,L1_G,G_Others,ACTIVE
SRC-G-0490,General,RAI4-1640,A_SYS_GOAL_017,L1_A,A_SYS_GOAL,ACTIVE
SRC-G-0491,General,RAI4-1724,G_Others_027,L1_G,G_Others,ACTIVE
SRC-G-0492,General,new,G_INT_VIOL_006,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0493,General,new,G_INT_VIOL_009,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0494,General,new,G_INT_VIOL_004,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0495,General,new,G_INT_VIOL_008,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0496,General,new,G_INT_VIOL_003,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0497,General,new,G_INT_VIOL_002,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0498,General,new,G_INT_VIOL_007,L1_G,G_INT_VIOL,ACTIVE
SRC-G-0499,General,new,G_INT_SEX_008,L1_G,G_INT_SEX,DEDUPLICATED
SRC-G-0500,General,new,G_INT_SEX_003,L1_G,G_INT_SEX,ACTIVE
SRC-G-0501,General,new,G_INT_SEX_007,L1_G,G_INT_SEX,ACTIVE
SRC-G-0502,General,new,G_INT_SEX_006,L1_G,G_INT_SEX,ACTIVE
SRC-G-0503,General,new,G_INT_SEX_003,L1_G,G_INT_SEX,DEDUPLICATED
SRC-G-0504,General,new,G_INT_SEX_005,L1_G,G_INT_SEX,ACTIVE
SRC-G-0505,General,new,G_INT_SEX_009,L1_G,G_INT_SEX,ACTIVE
SRC-G-0506,General,new,G_INT_SEX_002,L1_G,G_INT_SEX,ACTIVE
SRC-G-0507,General,new,G_INT_SELF_010,L1_G,G_INT_SELF,ACTIVE
SRC-G-0508,General,new,G_INT_SELF_005,L1_G,G_INT_SELF,ACTIVE
SRC-G-0509,General,new,G_INT_SELF_009,L1_G,G_INT_SELF,DEDUPLICATED
SRC-G-0510,General,new,G_INT_SELF_004,L1_G,G_INT_SELF,ACTIVE
SRC-G-0511,General,new,G_INT_SELF_001,L1_G,G_INT_SELF,ACTIVE
SRC-G-0512,General,new,G_INT_SELF_007,L1_G,G_INT_SELF,ACTIVE
SRC-G-0513,General,new,G_INT_SELF_003,L1_G,G_INT_SELF,ACTIVE
SRC-G-0514,General,new,G_INT_SELF_006,L1_G,G_INT_SELF,ACTIVE
SRC-G-0515,General,new,G_INT_REPR_016,L1_G,G_INT_REPR,ACTIVE
SRC-G-0516,General,new,G_INT_REPR_013,L1_G,G_INT_REPR,ACTIVE
SRC-G-0517,General,new,G_INT_REPR_017,L1_G,G_INT_REPR,ACTIVE
SRC-G-0518,General,new,G_INT_REPR_010,L1_G,G_INT_REPR,ACTIVE
SRC-G-0519,General,new,G_INT_REPR_011,L1_G,G_INT_REPR,ACTIVE
SRC-G-0520,General,new,G_INT_REPR_006,L1_G,G_INT_REPR,ACTIVE
SRC-G-0521,General,new,G_INT_REPR_007,L1_G,G_INT_REPR,ACTIVE
SRC-G-0522,General,new,G_INT_REPR_018,L1_G,G_INT_REPR,ACTIVE
SRC-G-0523,General,new,G_INT_REPR_019,L1_G,G_INT_REPR,ACTIVE
SRC-G-0524,General,new,G_INT_REPR_014,L1_G,G_INT_REPR,ACTIVE
SRC-G-0525,General,new,G_INT_REPR_015,L1_G,G_INT_REPR,ACTIVE
SRC-G-0526,General,new,G_INT_REPR_009,L1_G,G_INT_REPR,ACTIVE
SRC-G-0527,General,new,G_INT_REPR_008,L1_G,G_INT_REPR,ACTIVE
SRC-G-0528,General,new,G_INT_REPR_012,L1_G,G_INT_REPR,ACTIVE
SRC-G-0529,General,new,G_INT_POL_008,L1_G,G_INT_POL,ACTIVE
SRC-G-0530,General,new,G_INT_POL_007,L1_G,G_INT_POL,ACTIVE
SRC-G-0531,General,new,G_INT_POL_004,L1_G,G_INT_POL,ACTIVE
SRC-G-0532,General,new,G_INT_POL_001,L1_G,G_INT_POL,ACTIVE
SRC-G-0533,General,new,G_INT_POL_010,L1_G,G_INT_POL,ACTIVE
SRC-G-0534,General,new,G_INT_POL_009,L1_G,G_INT_POL,ACTIVE
SRC-G-0535,General,new,G_INT_ANTH_003,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0536,General,new,G_INT_ANTH_009,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0537,General,new,G_INT_ANTH_001,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0538,General,new,G_INT_ANTH_006,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0539,General,new,G_INT_ANTH_002,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0540,General,new,G_INT_ANTH_004,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0541,General,new,G_INT_ANTH_007,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0542,General,new,G_INT_ANTH_008,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0543,General,new,G_INT_ANTH_010,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0544,General,new,G_INT_ANTH_005,L1_G,G_INT_ANTH,ACTIVE
SRC-G-0545,General,new,,,,DELETED
SRC-G-0546,General,new,,,,DELETED
SRC-G-0547,General,new,,,,DELETED
SRC-G-0548,General,new,,,,DELETED
SRC-G-0549,General,new,,,,DELETED
SRC-G-0550,General,new,,,,DELETED
SRC-G-0551,General,new,,,,DELETED
SRC-G-0552,General,new,,,,DELETED
SRC-G-0553,General,new,G_INT_PRIV_008,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0554,General,new,G_INT_PRIV_011,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0555,General,new,G_INT_PRIV_007,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0556,General,new,G_INT_PRIV_004,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0557,General,new,G_INT_PRIV_022,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0558,General,new,G_INT_PRIV_011,L1_G,G_INT_PRIV,DEDUPLICATED
SRC-G-0559,General,new,G_INT_PRIV_014,L1_G,G_INT_PRIV,ACTIVE
SRC-G-0560,General,new,G_INT_ILLEGAL_003,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0561,General,new,G_INT_ILLEGAL_005,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0562,General,new,G_INT_ILLEGAL_009,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0563,General,new,G_INT_ILLEGAL_008,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0564,General,new,G_INT_ILLEGAL_006,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0565,General,new,G_INT_ILLEGAL_007,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0566,General,new,G_INT_ILLEGAL_011,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0567,General,new,G_INT_ILLEGAL_002,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0568,General,new,G_INT_ILLEGAL_010,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0569,General,new,G_INT_ILLEGAL_001,L1_G,G_INT_ILLEGAL,ACTIVE
SRC-G-0570,General,new,G_INT_COPY_009,L1_G,G_INT_COPY,ACTIVE
SRC-G-0571,General,new,G_INT_COPY_001,L1_G,G_INT_COPY,ACTIVE
SRC-G-0572,General,new,G_INT_COPY_003,L1_G,G_INT_COPY,ACTIVE
SRC-G-0573,General,new,G_INT_COPY_008,L1_G,G_INT_COPY,ACTIVE
SRC-G-0574,General,new,G_INT_COPY_007,L1_G,G_INT_COPY,ACTIVE
SRC-G-0575,General,new,G_INT_COPY_009,L1_G,G_INT_COPY,DEDUPLICATED
SRC-G-0576,General,new,G_INT_COPY_002,L1_G,G_INT_COPY,ACTIVE
SRC-G-0577,General,new,G_INT_WEAP_011,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0578,General,new,G_INT_WEAP_005,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0579,General,new,G_INT_WEAP_001,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0580,General,new,G_INT_WEAP_016,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0581,General,new,G_INT_WEAP_020,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0582,General,new,G_INT_WEAP_006,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0583,General,new,G_INT_WEAP_019,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0584,General,new,G_INT_WEAP_017,L1_G,G_INT_WEAP,ACTIVE
SRC-G-0585,General,new,G_SYS_POLICY_006,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0586,General,new,G_SYS_POLICY_005,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0587,General,new,G_SYS_POLICY_008,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0588,General,new,G_SYS_POLICY_003,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0589,General,new,G_SYS_POLICY_004,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0590,General,new,G_SYS_POLICY_002,L1_G,G_SYS_POLICY,ACTIVE
SRC-G-0591,General,new,G_SYS_SECADV_029,L1_G,G_SYS_SECADV,ACTIVE
SRC-A-0001,Agentic,RAI4-0002,A_SYS_AUTH_001,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0002,Agentic,RAI4-0004,A_SYS_AUTH_015,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0003,Agentic,RAI4-0012,A_SYS_AUTH_003,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0004,Agentic,RAI4-0013,A_SYS_AUTH_002,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0005,Agentic,RAI4-0014,A_INT_CASCADE_007,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0006,Agentic,RAI4-0016,A_SYS_AUTH_004,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0007,Agentic,RAI4-0017,A_Others_013,L1_A,A_Others,ACTIVE
SRC-A-0008,Agentic,RAI4-0020,A_SYS_AUTH_009,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0009,Agentic,RAI4-0022,A_SYS_DECEPT_003,L1_A,A_SYS_DECEPT,ACTIVE
SRC-A-0010,Agentic,RAI4-0025,A_Others_010,L1_A,A_Others,ACTIVE
SRC-A-0011,Agentic,RAI4-0027,A_SYS_AUTH_008,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0012,Agentic,RAI4-0030,A_SYS_AUTH_007,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0013,Agentic,RAI4-0039,A_Others_011,L1_A,A_Others,ACTIVE
SRC-A-0014,Agentic,RAI4-0043,A_SYS_AUTH_011,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0015,Agentic,RAI4-0045,A_SYS_AUTH_012,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0016,Agentic,RAI4-0480,A_Others_001,L1_A,A_Others,ACTIVE
SRC-A-0017,Agentic,RAI4-1381,A_SYS_SELFCOR_003,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-A-0018,Agentic,RAI4-1386,A_SYS_AUTH_014,L1_A,A_SYS_AUTH,ACTIVE
SRC-A-0019,Agentic,RAI4-1644,A_SYS_GOAL_015,L1_A,A_SYS_GOAL,ACTIVE
SRC-A-0020,Agentic,RAI4-1680,A_SYS_GOAL_018,L1_A,A_SYS_GOAL,ACTIVE
SRC-A-0021,Agentic,RAI4-1700,A_Others_006,L1_A,A_Others,ACTIVE
SRC-A-0022,Agentic,RAI4-0005,A_SYS_SELFCOR_005,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-A-0023,Agentic,RAI4-0006,G_SYS_EVAL_023,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0024,Agentic,RAI4-0007,G_Others_019,L1_G,G_Others,ACTIVE
SRC-A-0025,Agentic,RAI4-0024,A_SYS_SELFCOR_002,L1_A,A_SYS_SELFCOR,ACTIVE
SRC-A-0026,Agentic,RAI4-0031,G_SYS_EVAL_034,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0027,Agentic,RAI4-0042,G_SYS_EVAL_033,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0028,Agentic,RAI4-0044,G_SYS_CONTEXT_002,L1_G,G_SYS_CONTEXT,ACTIVE
SRC-A-0029,Agentic,RAI4-0050,G_SOC_GOV_002,L1_G,G_SOC_GOV,ACTIVE
SRC-A-0030,Agentic,RAI4-0071,G_SYS_EVAL_021,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0031,Agentic,RAI4-0075,G_SYS_EVAL_011,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0032,Agentic,RAI4-0280,P_Others_020,L1_P,P_Others,ACTIVE
SRC-A-0033,Agentic,RAI4-0393,G_SYS_EVAL_012,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0034,Agentic,RAI4-0011,A_SYS_DECEPT_001,L1_A,A_SYS_DECEPT,ACTIVE
SRC-A-0035,Agentic,RAI4-0405,G_INT_REPR_026,L1_G,G_INT_REPR,ACTIVE
SRC-A-0036,Agentic,RAI4-0438,G_SYS_MISINFO_023,L1_G,G_SYS_MISINFO,ACTIVE
SRC-A-0037,Agentic,RAI4-1051,G_INT_REPR_024,L1_G,G_INT_REPR,ACTIVE
SRC-A-0038,Agentic,RAI4-1061,G_INT_REPR_025,L1_G,G_INT_REPR,ACTIVE
SRC-A-0039,Agentic,RAI4-1063,A_SYS_DECEPT_004,L1_A,A_SYS_DECEPT,ACTIVE
SRC-A-0040,Agentic,RAI4-1554,G_Others_060,L1_G,G_Others,ACTIVE
SRC-A-0041,Agentic,RAI4-1647,A_Others_002,L1_A,A_Others,ACTIVE
SRC-A-0042,Agentic,RAI4-0250,P_SYS_CONTROL_042,L1_P,P_SYS_CONTROL,ACTIVE
SRC-A-0043,Agentic,RAI4-0294,A_INT_CASCADE_008,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0044,Agentic,RAI4-0561,A_INT_CASCADE_002,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0045,Agentic,RAI4-0567,A_Others_012,L1_A,A_Others,ACTIVE
SRC-A-0046,Agentic,RAI4-0574,A_INT_COORD_002,L1_A,A_INT_COORD,ACTIVE
SRC-A-0047,Agentic,RAI4-0579,A_INT_CASCADE_003,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0048,Agentic,RAI4-1574,A_INT_CASCADE_001,L1_A,A_INT_CASCADE,ACTIVE
SRC-A-0049,Agentic,RAI4-0040,A_INT_CONFLICT_002,L1_A,A_INT_CONFLICT,ACTIVE
SRC-A-0050,Agentic,RAI4-0263,P_Others_022,L1_P,P_Others,ACTIVE
SRC-A-0051,Agentic,RAI4-0272,G_SYS_EVAL_001,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0052,Agentic,RAI4-0472,G_SYS_EVAL_007,L1_G,G_SYS_EVAL,ACTIVE
SRC-A-0053,Agentic,RAI4-1432,A_INT_COORD_004,L1_A,A_INT_COORD,ACTIVE
SRC-A-0054,Agentic,RAI4-1436,G_SOC_POWER_011,L1_G,G_SOC_POWER,ACTIVE
